record_id,title,year,journal,authors,doi,pubmed_id,primary_url,full_text_decision,full_text_exclusion_reason_code,full_text_status,full_text_repo_path
REC-AIBIOGU-000181,A Genomic-Clinicopathologic Nomogram for the Prediction of Lymph Node Invasion in Prostate Cancer.,2021,J Oncol,"Zheng, Zongtai; Mao, Shiyu; Gu, Zhuoran; Wang, Ruiliang; Guo, Yadong; Zhang, Wentao; Yao, Xudong",10.1155/2021/5554708,34122545,https://doi.org/10.1155/2021/5554708,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000181.pdf
REC-AIBIOGU-000183,Advanced Imaging Analysis in Prostate MRI: Building a Radiomic Signature to Predict Tumor Aggressiveness.,2021,Diagnostics (Basel),"Damascelli, Anna; Gallivanone, Francesca; Cristel, Giulia; Cava, Claudia; Interlenghi, Matteo; Esposito, Antonio; Brembilla, Giorgio; Briganti, Alberto; Montorsi, Francesco; Castiglioni, Isabella; De Cobelli, Francesco",10.3390/diagnostics11040594,33810222,https://doi.org/10.3390/diagnostics11040594,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000183.pdf
REC-AIBIOGU-000184,A Nomogram Based on a Multiparametric Ultrasound Radiomics Model for Discrimination Between Malignant and Benign Prostate Lesions.,2021,Front Oncol,"Liang, Lei; Zhi, Xin; Sun, Ya; Li, Huarong; Wang, Jiajun; Xu, Jingxu; Guo, Jun",10.3389/fonc.2021.610785,33738255,https://doi.org/10.3389/fonc.2021.610785,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000184.pdf
REC-AIBIOGU-000186,Identification of a Transcriptomic Prognostic Signature by Machine Learning Using a Combination of Small Cohorts of Prostate Cancer.,2020,Front Genet,"Vittrant, Benjamin; Leclercq, Mickael; Martin-Magniette, Marie-Laure; Collins, Colin; Bergeron, Alain; Fradet, Yves; Droit, Arnaud",10.3389/fgene.2020.550894,33324443,https://doi.org/10.3389/fgene.2020.550894,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000186.pdf
REC-AIBIOGU-000187,Immune-Related Gene-Based Novel Subtypes to Establish a Model Predicting the Risk of Prostate Cancer.,2020,Front Genet,"Zhang, Enchong; He, Jieqian; Zhang, Hui; Shan, Liping; Wu, Hongliang; Zhang, Mo; Song, Yongsheng",10.3389/fgene.2020.595657,33281882,https://doi.org/10.3389/fgene.2020.595657,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000187.pdf
REC-AIBIOGU-000190,"Development of a Novel, Multi-Parametric, MRI-Based Radiomic Nomogram for Differentiating Between Clinically Significant and Insignificant Prostate Cancer.",2020,Front Oncol,"Zhang, Yongsheng; Chen, Wen; Yue, Xianjie; Shen, Jianliang; Gao, Chen; Pang, Peipei; Cui, Feng; Xu, Maosheng",10.3389/fonc.2020.00888,32695660,https://doi.org/10.3389/fonc.2020.00888,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000190.pdf
REC-AIBIOGU-000191,Radiomics Based on Multiparametric Magnetic Resonance Imaging to Predict Extraprostatic Extension of Prostate Cancer.,2020,Front Oncol,"Xu, Lili; Zhang, Gumuyang; Zhao, Lun; Mao, Li; Li, Xiuli; Yan, Weigang; Xiao, Yu; Lei, Jing; Sun, Hao; Jin, Zhengyu",10.3389/fonc.2020.00940,32612953,https://doi.org/10.3389/fonc.2020.00940,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000191.pdf
REC-AIBIOGU-000197,Multi-omics Biomarker Pipeline Reveals Elevated Levels of Protein-glutamine Gamma-glutamyltransferase 4 in Seminal Plasma of Prostate Cancer Patients.,2019,Mol Cell Proteomics,"Drabovich, Andrei P; Saraon, Punit; Drabovich, Mikalai; Karakosta, Theano D; Dimitromanolakis, Apostolos; Hyndman, M Eric; Jarvi, Keith; Diamandis, Eleftherios P",10.1074/mcp.ra119.001612,31249104,https://doi.org/10.1074/mcp.ra119.001612,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000197.pdf
REC-AIBIOGU-000198,Temporal Stability and Prognostic Biomarker Potential of the Prostate Cancer Urine miRNA Transcriptome.,2020,J Natl Cancer Inst,"Jeon, Jouhyun; Olkhov-Mitsel, Ekaterina; Xie, Honglei; Yao, Cindy Q; Zhao, Fang; Jahangiri, Sahar; Cuizon, Carmelle; Scarcello, Seville; Jeyapala, Renu; Watson, John D; Fraser, Michael; Ray, Jessica; Commisso, Kristina; Loblaw, Andrew; Fleshner, Neil E; Bristow, Robert G; Downes, Michelle; Vesprini, Danny; Liu, Stanley; Bapat, Bharati; Boutros, Paul C",10.1093/jnci/djz112,31161221,https://doi.org/10.1093/jnci/djz112,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000198.pdf
REC-AIBIOGU-000199,Tissue Phenomics for prognostic biomarker discovery in low- and intermediate-risk prostate cancer.,2018,Sci Rep,"Harder, Nathalie; Athelogou, Maria; Hessel, Harald; Brieu, Nicolas; Yigitsoy, Mehmet; Zimmermann, Johannes; Baatz, Martin; Buchner, Alexander; Stief, Christian G; Kirchner, Thomas; Binnig, Gerd; Schmidt, Günter; Huss, Ralf",10.1038/s41598-018-22564-7,29535336,https://doi.org/10.1038/s41598-018-22564-7,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000199.pdf
REC-AIBIOGU-000200,Seminal plasma as a source of prostate cancer peptide biomarker candidates for detection of indolent and advanced disease.,2013,PLoS One,"Neuhaus, Jochen; Schiffer, Eric; von Wilcke, Philine; Bauer, Hartwig W; Leung, Hing; Siwy, Justyna; Ulrici, Wolfram; Paasch, Uwe; Horn, Lars-Christian; Stolzenburg, Jens-Uwe",10.1371/journal.pone.0067514,23826311,https://doi.org/10.1371/journal.pone.0067514,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000200.pdf
REC-AIBIOGU-000201,Cancer genetics-guided discovery of serum biomarker signatures for diagnosis and prognosis of prostate cancer.,2011,Proc Natl Acad Sci U S A,"Cima, Igor; Schiess, Ralph; Wild, Peter; Kaelin, Martin; Schüffler, Peter; Lange, Vinzenz; Picotti, Paola; Ossola, Reto; Templeton, Arnoud; Schubert, Olga; Fuchs, Thomas; Leippold, Thomas; Wyler, Stephen; Zehetner, Jens; Jochum, Wolfram; Buhmann, Joachim; Cerny, Thomas; Moch, Holger; Gillessen, Silke; Aebersold, Ruedi; Krek, Wilhelm",10.1073/pnas.1013699108,21300890,https://doi.org/10.1073/pnas.1013699108,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000201.pdf
REC-AIBIOGU-000203,Pentachlorophenol enhances bladder cancer cell invasion through altered protein stability.,2026,iScience,"Zhou, Ranran; Zhang, Wansong; Xia, Ming; Zhang, Ker; Luo, Wei; Zhu, Tianhang; Yang, Cheng; Liu, Cundong",10.1016/j.isci.2026.117357,42699065,https://doi.org/10.1016/j.isci.2026.117357,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000203.pdf
REC-AIBIOGU-000206,Epigenomics-Guided Multi-Omics Integration Uncovers a Lipid-Metabolic Signature with Translational Utility in Bladder Cancer.,2026,Comput Struct Biotechnol J,"Wang, Yu-De; Lai, Yo-Liang; Liu, Chia-Hsin; Su, Yu-Ting; Shen, Pei-Chun; Chen, Fang-Hsin; Li, Chia-Yang; Wang, Shu-Chi; Ma, Wen-Lung; Huang, Chi-Ping; Cheng, Wei-Chung",10.34133/csbj.0139,42500328,https://doi.org/10.34133/csbj.0139,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000206.pdf
REC-AIBIOGU-000207,Centrosome-related gene SPHK1 drives bladder cancer progression and therapeutic vulnerability.,2026,Transl Oncol,"Dong, Chengyuan; Fang, Zhou; Han, Yiling; Yin, Yuan; Cao, Yongbing; Lu, Qun",10.1016/j.tranon.2026.102926,42485786,https://doi.org/10.1016/j.tranon.2026.102926,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000207.pdf
REC-AIBIOGU-000210,A machine learning-guided epithelial plasticity score refines prognostication and immune-context stratification in muscle-invasive bladder cancer.,2026,Discov Oncol,"Yu, Difei; Zhang, Yu; Tang, Jiarun; Qing, Jing; Hu, Ke; Zhang, Jiamo",10.1007/s12672-026-05555-3,42440183,https://doi.org/10.1007/s12672-026-05555-3,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000210.pdf
REC-AIBIOGU-000212,Non-invasive evaluation of muscle invasion and survival prognosis in bladder cancer using enhanced CT-based deep learning radiomics: a multi-center real-world cohort study.,2026,Mil Med Res,"He, Yun-Bo; Hu, Jiao; Liu, Zhi; Xiao, Zi-Cheng; Liu, Jin-Hui; Liang, Hai-Su; Deng, Wen-Zhi; Li, Zhi-Wei; Zhang, Jun; Long, Jia-Quan; Gao, Ning; Huang, Bin; Guo, Xi; Ou, Zhen-Yu; Chen, Jin-Bo; Liu, Pei-Hua; Chen, Min-Feng; Li, Hui-Huang; Wang, Rui-Zhe; Guan, Xiao; Tong, Shi-Yu; Li, Yang-Le; He, Wei; Zhao, Yan-Hua; Cai, Zhi-Yong; Gan, Yu; Zhao, Cheng; Cui, Yu; Dai, Yuan-Qing; Cai, Yi; Nie, Zhen-Yu; Zhou, Wei-Min; Zhou, Bo-Han; Hu, Ming-Hui; Fan, Ben-Yi; Deng, Ding-Shan; Zu, Xiong-Bing",10.1016/j.mmr.2026.100001,42318044,https://doi.org/10.1016/j.mmr.2026.100001,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000212.pdf
REC-AIBIOGU-000214,Radiogenomic analysis of muscle-invasive bladder cancer using CT-based texture analysis.,2026,Bladder Cancer,"Boyne, Aidan; Anderson, Redmond-Craig; Liu, Derek; Varghese, Bino; Lei, Xiaomeng; Hwang, Darryl; King, Kevin; Dani, Komal; Cen, Steven; Duddalwar, Vinay; Lerner, Seth P",10.1177/23523735261455396,42221944,https://doi.org/10.1177/23523735261455396,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000214.pdf
REC-AIBIOGU-000216,Machine learning-based determination of sex-related bladder cancer biomarkers.,2026,Front Bioinform,"Pizzi, Joseph R; Adhikari, Image; Prakash, Prakyat; Shi, Hangchuan; Miyamoto, Hiroshi; Cui, Feng",10.3389/fbinf.2026.1794098,42137503,https://doi.org/10.3389/fbinf.2026.1794098,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000216.pdf
REC-AIBIOGU-000217,Machine learning-based integration of systemic immune-inflammation and nutritional signatures for predicting disease-free survival in upper tract urothelial carcinoma: a multicenter study.,2026,Front Immunol,"Peng, Xiang; Xiao, Bangxin; Yuan, Zhanpeng; Xv, Yingjie; Xiao, Mingzhao; Shi, Wei",10.3389/fimmu.2026.1759547,42099622,https://doi.org/10.3389/fimmu.2026.1759547,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000217.pdf
REC-AIBIOGU-000218,Ribosome biogenesis programs define a three-gene RBscore with prognostic relevance in bladder cancer.,2026,Front Immunol,"Luo, Guangyue; Wang, Weibo; Tai, Supeng; Yan, Lei; Luo, Hailang; Chang, Yifan; Yang, Lexing; Yan, Junyi; Zhou, Jun; Liang, Chaozhao",10.3389/fimmu.2026.1810132,42079644,https://doi.org/10.3389/fimmu.2026.1810132,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000218.pdf
REC-AIBIOGU-000219,"Multidimensional transcriptomic analysis and in vitro experiments dissect the landscape of 2',2',4',4'-Tetrabromodiphenyl ether in bladder cancer progression.",2026,Chem Biol Interact,"Sun, Minghui; Hu, Dichao; Li, Tongjie; Chen, Zeping; Cong, Bo; Xi, Zhen; Wang, Yongchen; Guo, Rulin; Zhuo, Jian; Wu, Wenbo; Liu, Haitao",10.1016/j.cbi.2026.112079,42034337,https://doi.org/10.1016/j.cbi.2026.112079,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000219.pdf
REC-AIBIOGU-000221,Comprehensive Analysis Based on the Cancer-Immunity Cycle Identifies a Novel Immunosuppressive Subtype of Bladder Cancer.,2026,Int J Genomics,"Deng, Zexun; Li, Yifan; Shen, Yuyong; Zhou, Ming",10.1155/ijog/9720283,41948103,https://doi.org/10.1155/ijog/9720283,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000221.pdf
REC-AIBIOGU-000222,Multi-omics identification of a programmed cell death-related signature and potential target P4HB for bladder cancer based on a 101-combination machine learning and experimental validation.,2026,Clin Exp Med,"Cao, Yang; Li, Can; Hua, Yibo; Wu, Tingting; Shen, Qiuyu; Lin, Zeyu; Huang, Yuhua",10.1007/s10238-026-02146-y,41925913,https://doi.org/10.1007/s10238-026-02146-y,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000222.pdf
REC-AIBIOGU-000223,Identification of a weighted urinary microbial signature for bladder cancer discrimination.,2026,Front Oncol,"Russo, Filippo; Tripodi, Lorella; Caldora, Filomena; Pandolfo, Savio Domenico; Aveta, Achille; Nardelli, Carmela; Imbimbo, Ciro; Perdonà, Sisto; Pastore, Lucio; Castaldo, Giuseppe",10.3389/fonc.2026.1784501,41907632,https://doi.org/10.3389/fonc.2026.1784501,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000223.pdf
REC-AIBIOGU-000224,A machine learning-based epigenetic signature reveals YTHDC1 stabilizes POU5F1 to oppose tumor progression.,2026,J Transl Med,"Fang, Chen; Dai, Jun; Weng, Zhiwei; Zhang, Lianhua; Xing, Yutong; Liu, Diamond; Wu, Hui; Li, Xuanhao; Liu, Qiang; Su, Gangling",10.1186/s12967-026-08010-7,41862905,https://doi.org/10.1186/s12967-026-08010-7,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000224.pdf
REC-AIBIOGU-000225,A systematic characterization of amino acid metabolism-related genes reveals molecular subtypes and a prognostic signature in bladder cancer.,2026,Front Oncol,"He, Junrui; Liu, Xu; Li, Shirui; Xia, Zhongyou; Tan, Xiaojun; Peng, Lijuan; Long, Qiongxian; Wu, Ji",10.3389/fonc.2026.1754912,41836241,https://doi.org/10.3389/fonc.2026.1754912,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000225.pdf
REC-AIBIOGU-000226,Development and validation of a gemcitabine sensitivity-related long noncoding RNA signature for predicting the prognosis and subtypes of bladder cancer.,2026,Transl Androl Urol,"Liu, Jia; Tang, Xingxing; Cui, Yushuang; Yang, Xiao; Yang, Yong; Du, Peng",10.21037/tau-2025-1-970,41809777,https://doi.org/10.21037/tau-2025-1-970,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000226.pdf
REC-AIBIOGU-000228,"Single-cell transcriptomic analysis and machine learning identify ATAD3A as a key gene that stabilizes mitochondrial-endoplasmic reticulum membranes, promoting bladder cancer progression.",2026,J Transl Med,"Zhang, Henghui; Han, Sisi; Su, Zhengming; Zheng, Zaosong; Ru, Dejun; Xu, Bihong; Jiang, Xianhan; Zhao, Fengjin",10.1186/s12967-026-07857-0,41715136,https://doi.org/10.1186/s12967-026-07857-0,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000228.pdf
REC-AIBIOGU-000229,Transcriptome and single-cell RNA sequencing analysis with 101 machine learning combinations and experimental verification reveals the mechanism of action of mannose metabolism in bladder cancer.,2026,Front Immunol,"Li, Anhong; Zhao, Kaile; Wang, Tianjiao; Shi, Guangyue",10.3389/fimmu.2026.1710823,41685329,https://doi.org/10.3389/fimmu.2026.1710823,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000229.pdf
REC-AIBIOGU-000230,Revealing the function and mechanism of piRNA-related genes in bladder cancer through single-cell sequencing and methylation analyses and construction of prognostic features based on consensus clustering.,2026,Curr Urol,"Sun, Xun; Jia, Dongdong; Song, Xiaoyun; Jiang, Ying; Wu, Fei; Ning, Hao; Lyu, Jiaju",10.1097/cu9.0000000000000306,41668898,https://doi.org/10.1097/cu9.0000000000000306,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000230.pdf
REC-AIBIOGU-000232,A Deep Learning-Generated Mixed Tumor-Stroma Ratio for Prognostic Stratification and Multi-omics Profiling in Bladder Cancer.,2026,Research (Wash D C),"He, Yifeng; Xie, Jinbo; Zhong, Suquan; Zhan, Changxin; Dai, Fazhong; Lai, Hongshen; Wang, Mancun; He, Yanyan; Patel, Harsh; Chen, Zhe-Sheng; Zhong, Biling; Qiu, Xiaofu; Guo, Yadong; Zheng, Zongtai",10.34133/research.1053,41602481,https://doi.org/10.34133/research.1053,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000232.pdf
REC-AIBIOGU-000235,Machine Learning Integration Framework Constructs a Lactylation-Associated Gene Signature to Improve Prognosis in Bladder Cancer.,2026,Cancer Med,"Wang, Jingsong; Lu, Qianxue; Jiao, Panpan; Jian, Jun; Zheng, Qingyuan; Chen, Zhiyuan; Liu, Xiuheng; Wan, Shanshan; Wang, Lei",10.1002/cam4.71477,41505248,https://doi.org/10.1002/cam4.71477,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000235.pdf
REC-AIBIOGU-000237,"Integrated multi-omics analysis identifies DARS2, MRTO4, and MRPL37 as novel biomarkers and potential therapeutic targets for bladder cancer.",2025,Discov Oncol,"Xiao, Lei; Wang, Yuan; Xiong, Yujie; Zhuang, Zhijie; Hu, Cong; Xiao, Zhiliang",10.1007/s12672-025-04246-9,41364147,https://doi.org/10.1007/s12672-025-04246-9,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000237.pdf
REC-AIBIOGU-000238,Gene signature for response prediction to immunotherapy and prognostic markers in metastatic urothelial carcinoma.,2025,Front Immunol,"Langfelder, Peter; Lin, En-Tni; Tsai, Yi-Ta; Cha, Tai-Lung; Shieh, Grace S",10.3389/fimmu.2025.1607222,41357226,https://doi.org/10.3389/fimmu.2025.1607222,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000238.pdf
REC-AIBIOGU-000239,Bladder cancer diagnostic and prognostic models from DNA methylation by multi algorithm machine learning.,2025,NPJ Precis Oncol,"Shen, Junwen; Li, Zhaojun; Wang, Rongjiang; Ding, Guoqing; Zhang, Yuanjin",10.1038/s41698-025-01195-y,41298892,https://doi.org/10.1038/s41698-025-01195-y,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000239.pdf
REC-AIBIOGU-000240,Integrative pan-cancer analysis of intratumoral microbial communities for biomarker discovery and diagnostic modeling.,2025,J Transl Med,"Quan, Liuliu; Rong, Huiteng; Yue, Jian; Xu, Jing; Zheng, Yujie; Yuan, Peng",10.1186/s12967-025-07355-9,41291716,https://doi.org/10.1186/s12967-025-07355-9,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000240.pdf
REC-AIBIOGU-000242,Construction and mechanistic exploration of a ferroptosis related gene based prognostic model for cisplatin resistance in bladder cancer.,2025,Comput Methods Biomech Biomed Engin,"Shao, Yifeng; Yu, Qiying; Zhu, Jinfeng; Wang, Xiaolin",10.1080/10255842.2025.2585143,41216727,https://doi.org/10.1080/10255842.2025.2585143,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000242.pdf
REC-AIBIOGU-000243,Constructing a bladder cancer prognostic model related to exosome using machine learning and identifying THBS1 as a potential target.,2025,Cancer Cell Int,"Shen, Huilong; Zheng, Fuchun; Tang, Xiao; Ma, Zifang; Tao, Xueting; Deng, Zhaojin; Yao, Zhijun",10.1186/s12935-025-04027-y,41204322,https://doi.org/10.1186/s12935-025-04027-y,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000243.pdf
REC-AIBIOGU-000244,"Imidacloprid contributes to bladder cancer progression: preliminary evidence based on network toxicology, machine learning and molecular docking.",2025,BMC Pharmacol Toxicol,"Ming, Jie; Jin, Song; Liu, Zhanliang; Yang, Kun; Shi, Mingjun; Niu, Yinong",10.1186/s40360-025-01016-9,41168844,https://doi.org/10.1186/s40360-025-01016-9,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000244.pdf
REC-AIBIOGU-000245,"Comprehensive analysis of coagulation-associated gene signature in bladder cancer diagnosis, prognosis, and immunotherapy.",2025,Sci Rep,"Yin, Guicao; Zheng, Shengqi; Wang, Jialong; Hua, Tianchi; Zhang, Wei; Pan, Xiang; Sha, Wei; Li, Yifan",10.1038/s41598-025-17567-0,41162406,https://doi.org/10.1038/s41598-025-17567-0,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000245.pdf
REC-AIBIOGU-000247,Deep learning for prognostic stratification and biomarker exploration in upper tract urothelial carcinoma: a multicenter retrospective cohort study.,2025,Int J Surg,"Peng, Xiang; Tan, Hao; Xiao, Bangxin; Tan, Yiwen; Yue, Xiaofeng; Cao, Youde; Liang, Bing; Zhao, Wenlong; Liu, Yingjia; He, Quanhao; He, Weiyang; Xiao, Mingzhao",10.1097/js9.0000000000003581,41056040,https://doi.org/10.1097/js9.0000000000003581,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000247.pdf
REC-AIBIOGU-000251,PAQR4: A Critical Senescence-Related Gene Influencing Immune Evasion and Metastasis in Bladder Urothelial Carcinoma.,2025,Hum Mutat,"Sun, Yizhang; Yi, Xincheng; Zhou, Chenchao; Huang, Yuhua",10.1155/humu/2227219,40978552,https://doi.org/10.1155/humu/2227219,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000251.pdf
REC-AIBIOGU-000252,"FAM174B remodels the tumor microenvironment, inhibits the infiltration of macrophage, predicts the molecular subtype and therapeutic response of bladder cancer.",2025,Int J Med Sci,"Chen, Hualin; Ma, Lin; Ji, Zhigang; Dong, Jie",10.7150/ijms.110096,40959568,https://doi.org/10.7150/ijms.110096,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000252.pdf
REC-AIBIOGU-000253,Development of a radiomics and clinical feature-based nomogram for preoperative prediction of pathological grade in bladder cancer.,2025,Front Oncol,"Zhou, Qi; Ma, Lu; Yu, Yanhang; Zhang, Chuanao; Ouyang, Jun; Mao, Caiping; Zhang, Zhiyu",10.3389/fonc.2025.1661979,40936708,https://doi.org/10.3389/fonc.2025.1661979,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000253.pdf
REC-AIBIOGU-000254,Integrating Spatial Multi-Omics and Machine Learning to Unravel the Role of PANoptosis in Bladder Cancer Prognosis and Immunotherapy Response.,2025,Oncol Res,"Peng, Liangju; Cai, Tingting; Xu, Peihang; Chen, Cong; Xiang, Qingzhi; Zhu, Yiping; Ye, Dingwei; Shen, Yijun",10.32604/or.2025.064331,40918470,https://doi.org/10.32604/or.2025.064331,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000254.pdf
REC-AIBIOGU-000262,Identification and single-cell analysis of prognostic genes related to mitochondrial and neutrophil extracellular traps in bladder cancer.,2025,Sci Rep,"Huang, Wenlin; Xu, Yong; Liu, JinGe; Cheng, Tianle; Tang, Cheng",10.1038/s41598-025-10413-3,40615671,https://doi.org/10.1038/s41598-025-10413-3,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000262.pdf
REC-AIBIOGU-000263,Multi-machine learning model based on radiomics features to predict prognosis of muscle-invasive bladder cancer.,2025,BMC Cancer,"Wang, Bin; Gong, Zijian; Su, Peide; Zhen, Guanghao; Zeng, Tao; Ye, Yinquan",10.1186/s12885-025-14279-6,40597924,https://doi.org/10.1186/s12885-025-14279-6,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000263.pdf
REC-AIBIOGU-000264,Machine Learning and Experimental Validation Reveal MYH11 as a Novel Prognostic Biomarker and Therapeutic Target in Bladder Cancer.,2025,J Inflamm Res,"Tan, Zhiyong; Chen, Xiaorong; Fu, Shi; Huang, Yinglong; Li, Haihao; Gong, Chen; Lv, Dihao; Yang, Chadanfeng; Wang, Jiansong; Ding, Mingxia; Wang, Haifeng",10.2147/jir.s519719,40589607,https://doi.org/10.2147/jir.s519719,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000264.pdf
REC-AIBIOGU-000265,Comprehensive analysis of single-cell and bulk RNA sequencing data reveals an EGFR signature for predicting immunotherapy response and prognosis in pan-cancer.,2025,Front Immunol,"Ye, Changchun; Chen, Xiaoya; Chen, Zilu; Liu, Shiyuan; Kong, Ranran; Lin, Wenhao; Zhu, Minxia; Sun, Xuejun; Xu, Zhengshui",10.3389/fimmu.2025.1604394,40574864,https://doi.org/10.3389/fimmu.2025.1604394,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000265.pdf
REC-AIBIOGU-000266,Integrated Multiomics Analysis and Machine Learning Approaches in Bladder Cancer: Unveiling the Impact of Immunogenic Cell Death and Its Key Gene SLC2A3 on Prognosis and Personalized Treatment Strategies.,2025,ACS Omega,"Sun, Mouyuan; Zhang, Quanjie; He, Zhixu; Luo, Yaxian; Tu, Yan; Peng, Lianjie; Mao, Huchao; Zhang, Jingyu; Qiu, Tao; Zhang, Yan",10.1021/acsomega.5c01496,40547707,https://doi.org/10.1021/acsomega.5c01496,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000266.pdf
REC-AIBIOGU-000269,Disulfide bond-related gene signature development for bladder cancer prognosis prediction and immune microenvironment characterization.,2025,Sci Rep,"Huang, Hua; Shao, Haiyan; Wang, Yifan; Ge, Lili",10.1038/s41598-025-03974-w,40442298,https://doi.org/10.1038/s41598-025-03974-w,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000269.pdf
REC-AIBIOGU-000270,Integration of Single-Cell and Bulk Transcriptome to Reveal an Endothelial Transition Signature Predicting Bladder Cancer Prognosis.,2025,Biology (Basel),"Yang, Jinyu; Wu, Wangxi; Tang, Xiaoli",10.3390/biology14050486,40427675,https://doi.org/10.3390/biology14050486,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000270.pdf
REC-AIBIOGU-000271,Identification of a panel of volatile organic compounds in urine for early detection of for bladder cancer.,2025,Sci Rep,"Mao, Mai; Zhang, Yanli; Liu, Haibo; Jiang, Xiumei; Zhao, Yuxiao; Liu, Qi; Niu, Zhongfang; Zhang, Xin",10.1038/s41598-025-01324-4,40389471,https://doi.org/10.1038/s41598-025-01324-4,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000271.pdf
REC-AIBIOGU-000272,Identification and validation of a 9-RBPs-related gene signature associated with prognosis and immune infiltration in bladder cancer based on bioinformatics analysis and machine learning.,2025,Transl Androl Urol,"Chen, Yan; Yan, Zhijie; Li, Lusi; Liang, Yixing; Wei, Xueyan; Zhao, Yinian; Cao, Ying; Zhang, Huaxiu; Tang, Liping",10.21037/tau-2024-688,40376515,https://doi.org/10.21037/tau-2024-688,Included,,retrieved,reviews/AIBIO_GU/screening/full_text/REC-AIBIOGU-000272.pdf
