record_id,study_label,title,year,journal,doi,mmat_category,screen_clear_question,screen_data_address_question,c1,c2,c3,c4,c5,rationale_c1,rationale_c2,rationale_c3,rationale_c4,rationale_c5,mmat_overall,criteria_note,applies_prediction_appraisal,probast_participants,probast_predictors,probast_outcome,probast_analysis,probast_overall_rob,probast_overall_applicability,probast_rationale,tripod_ai_data,tripod_ai_model,tripod_ai_validation,tripod_ai_transparency,tripod_ai_overall,reviewer_id,assessed_at,appraisal_note,pilot_batch
REC-AIBIOGU-000132,Zhu2023,Integrated machine learning identifies epithelial cell marker genes for improving outcomes and immunotherapy in prostate cancer.,2023,J Transl Med,10.1186/s12967-023-04633-2,non_randomized,yes,yes,yes,yes,yes,cant_tell,yes,Multi-institutional/consecutive cohort with defined inclusion criteria improves representativeness for the GU-oncology PCC.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome/follow-up data reasonably complete and reported across training and validation cohorts.,Multivariable/Cox adjustment used but residual confounding and selection effects not fully excluded.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,moderate,MMAT non-randomized (Hong 2018),yes,unclear,low,low,unclear,unclear,low concern,"101 ML models across 5 independent cohorts (TCGA + 4 external: MSKCC, GSE70768, GSE70769, DKFZ); extensive external validation.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000133,Zhu2023,"Inflammation-related signature for prognostic prediction, tumor immune, genomic heterogeneity, and drug choices in prostate cancer: Integrated analysis of bulk and single-cell RNA-sequencing.",2023,Heliyon,10.1016/j.heliyon.2023.e21174,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Single/multi retrospective cohort or public database mining; representativeness of target PCa population uncertain.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome data adequate but completeness/loss-to-follow-up not fully detailed.,Limited adjustment for confounders beyond model covariates; batch effects/selection bias plausible.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,TCGA training with MSKCC and GSE70769 external validation cohorts; 6-gene inflammation signature with nomogram.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000136,Yang2023,Value of a combined magnetic resonance imaging-based radiomics-clinical model for predicting extracapsular extension in prostate cancer: a preliminary study.,2023,Transl Cancer Res,10.21037/tcr-22-2750,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=392 randomized 7:3 into training/validation only, no independent external cohort.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000139,Liu2023,Comparison of Magnetic Resonance Imaging-Based Radiomics Features with Nomogram for Prediction of Prostate Cancer Invasion.,2023,Int J Gen Med,10.2147/ijgm.s419039,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,unclear,high,high,low concern,Very small single-center sample (n=86); no external validation; authors note findings 'hindered by the cross-validation nature' of the study.,partial,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Authors explicitly flag preliminary/cross-validation-only nature as a limitation.,batch-02
REC-AIBIOGU-000140,Li2023,Multi-view radiomics and deep learning modeling for prostate cancer detection based on multi-parametric MRI.,2023,Front Oncol,10.3389/fonc.2023.1198899,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,Single-center n=236 train/test split; no independent external validation cohort.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000142,Deng2023,Deep learning-based radiomic nomograms for predicting Ki67 expression in prostate cancer.,2023,BMC Cancer,10.1186/s12885-023-11130-8,non_randomized,yes,yes,yes,yes,yes,cant_tell,yes,Multi-institutional/consecutive cohort with defined inclusion criteria improves representativeness for the GU-oncology PCC.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome/follow-up data reasonably complete and reported across training and validation cohorts.,Multivariable/Cox adjustment used but residual confounding and selection effects not fully excluded.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,moderate,MMAT non-randomized (Hong 2018),yes,low,low,low,unclear,unclear,low concern,Two-center n=229 with training/internal/external validation sets; multiple DL architectures compared with DeLong tests.,yes,yes,yes,no,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000143,Pan2023,Identifying Patients With Rapid Progression From Hormone-Sensitive to Castration-Resistant Prostate Cancer: A Retrospective Study.,2023,Mol Cell Proteomics,10.1016/j.mcpro.2023.100613,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,Very small single-cohort proteomics study (n=78); no independent external validation; modest C-index (0.67).,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000144,Lyu2023,"Crafting a Personalized Prognostic Model for Malignant Prostate Cancer Patients Using Risk Gene Signatures Discovered through TCGA-PRAD Mining, Machine Learning, and Single-Cell RNA-Sequencing.",2023,Diagnostics (Basel),10.3390/diagnostics13121997,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Single/multi retrospective cohort or public database mining; representativeness of target PCa population uncertain.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome data adequate but completeness/loss-to-follow-up not fully detailed.,Limited adjustment for confounders beyond model covariates; batch effects/selection bias plausible.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,TCGA discovery with independent ICGC external validation; 5-gene LASSO risk model plus scRNA-seq/CCLE confirmation.,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000146,Erak2023,Predicting Prostate Cancer Molecular Subtype With Deep Learning on Histopathologic Images.,2023,Mod Pathol,10.1016/j.modpat.2023.100247,non_randomized,yes,yes,yes,yes,yes,cant_tell,yes,Multi-institutional/consecutive cohort with defined inclusion criteria improves representativeness for the GU-oncology PCC.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome/follow-up data reasonably complete and reported across training and validation cohorts.,Multivariable/Cox adjustment used but residual confounding and selection effects not fully excluded.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,moderate,MMAT non-randomized (Hong 2018),yes,low,low,low,unclear,unclear,low concern,"Training cohort plus FOUR independent external validation cohorts (2 RP, 2 needle-biopsy); AUCs dropped from 0.86-0.91 (RP) to 0.78-0.80 (biopsy), showing realistic performance decay across settings.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000151,An2023,Predicting Model of Biochemical Recurrence of Prostate Carcinoma (PCa-BCR) Using MR Perfusion-Weighted Imaging-Based Radiomics.,2023,Technol Cancer Res Treat,10.1177/15330338231166766,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=206 with 7:3 train/test split; the 'external validation' described is actually the same-institution held-out testing set, not a genuinely independent cohort.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Terminology issue: paper labels the internal 30% test split as 'external validation' - treated here as internal validation only per PROBAST logic.,batch-02
REC-AIBIOGU-000152,Spohn2023,Development of PSMA-PET-guided CT-based radiomic signature to predict biochemical recurrence after salvage radiotherapy.,2023,Eur J Nucl Med Mol Imaging,10.1007/s00259-023-06195-3,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Single/multi retrospective cohort or public database mining; representativeness of target PCa population uncertain.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome data adequate but completeness/loss-to-follow-up not fully detailed.,Limited adjustment for confounders beyond model covariates; batch effects/selection bias plausible.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Multicenter (3 centers) but modest n=99, nested cross-validation only, no independent external test set; authors explicitly call for future external validation.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Authors explicitly note lack of independent external validation as a limitation despite nested CV design.,batch-02
REC-AIBIOGU-000155,Zhang2022,Predicting Tumor Perineural Invasion Status in High-Grade Prostate Cancer Based on a Clinical-Radiomics Model Incorporating T2-Weighted and Diffusion-Weighted Magnetic Resonance Images.,2022,Cancers (Basel),10.3390/cancers15010086,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,Single-center n=183 train/test split; no independent external validation cohort.,yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000156,Lu2022,Biparametric MRI-based radiomics classifiers for the detection of prostate cancer in patients with PSA serum levels of 4∼10 ng/mL.,2022,Front Oncol,10.3389/fonc.2022.1020317,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=136, narrow PSA 4-10 ng/mL subgroup; internal validation only.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000157,Xie2022,"Plasma cell subtypes analyzed using artificial intelligence algorithm for predicting biochemical recurrence, immune escape potential, and immunotherapy response of prostate cancer.",2022,Front Immunol,10.3389/fimmu.2022.946209,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Single/multi retrospective cohort or public database mining; representativeness of target PCa population uncertain.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Outcome data adequate but completeness/loss-to-follow-up not fully detailed.,Limited adjustment for confounders beyond model covariates; batch effects/selection bias plausible.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,TCGA discovery cohort (n=481) with independent GEO validation cohort (n=449); ANN classifier AUC ~0.96 in training (possible overfitting).,yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000158,Zhang2022,MRI-Based Radiomics Nomogram for Predicting Prostate Cancer with Gray-Zone Prostate-Specific Antigen Levels to Reduce Unnecessary Biopsies.,2022,Diagnostics (Basel),10.3390/diagnostics12123005,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=274, internal training/validation split only, no independent external cohort (though TRIPOD checklist followed for reporting).",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000159,Wang2022,Evaluation of a radiomics nomogram derived from Fluoride-18 PSMA-1007 PET/CT for risk stratification in newly diagnosed prostate cancer.,2022,Front Oncol,10.3389/fonc.2022.1018833,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,unclear,high,high,low concern,"Single-center n=161, internal training/test split; modest AUC (0.719) for Gleason-score discrimination.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000161,Liu2022,Utility of diffusion weighted imaging-based radiomics nomogram to predict pelvic lymph nodes metastasis in prostate cancer.,2022,BMC Med Imaging,10.1186/s12880-022-00905-3,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,high,low,low,high,high,low concern,"Lymph-node-level analysis (1116 LNs from only 84 patients) creates non-independent clustered observations within patients, a notable analytic/participant-level bias risk; single-institution primary/held-out split.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Non-independence of LN-level observations within patients (clustering) is a methodological concern not addressed via mixed-effects modeling.,batch-02
REC-AIBIOGU-000162,Ou2022,Ultrasound-based radiomics score for pre-biopsy prediction of prostate cancer to reduce unnecessary biopsies.,2022,Prostate,10.1002/pros.24442,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=196, internal training/validation split only.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000163,Jia2022,MRI radiomics predicts progression-free survival in prostate cancer.,2022,Front Oncol,10.3389/fonc.2022.974257,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018),yes,unclear,low,low,high,high,low concern,"Single-center n=191, internal training/validation split only.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-02
REC-AIBIOGU-000164,Liu2022,Prediction of pelvic lymph node metastasis in prostate cancer using radiomics based on T-weighted imaging.,2022,Zhong Nan Da Xue Xue Bao Yi Xue Ban,10.11817/j.issn.1672-7347.2022.210692,non_randomized,yes,yes,cant_tell,yes,cant_tell,no,yes,Small single-center retrospective sample or narrow subgroup; representativeness of target population unclear.,"Radiomic/genomic/proteomic measurements and clinical outcome definitions follow standard, appropriate methods for the study aims.",Small sample and/or limited follow-up reporting leave completeness of outcome data uncertain.,Confounders/selection bias not adequately addressed; single-center or small-n design limits control.,Retrospective clinical/imaging/omics data acquired per routine institutional protocol as intended.,low,MMAT non-randomized (Hong 2018); Chinese-body PDF; English abstract/methods/results sufficed for appraisal (precedent REC-000536).,yes,high,low,low,high,high,low concern,"Very small sample (n=71 patients, 231 lymph nodes) with LN-level clustering (non-independent observations per patient); temporal (not random) train/test split; single institution.",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,Chinese-body article; English abstract/methods/results were sufficient to appraise (per calibration precedent). Small n with clustered LN-level data.,batch-02
REC-AIBIOGU-000165,Liu2022,Epigenome-wide DNA methylation and transcriptome profiling of localized and locally advanced prostate cancer: Uncovering new molecular markers.,2022,Genomics,10.1016/j.ygeno.2022.110474,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Discovery cohort is only 10 PCa patients from a single Portuguese institution; representativeness of periprostatic adipose tissue donors to the broader PCa population is unclear.,Methylation (450K array) and expression (Affymetrix) profiling are standard validated platforms with documented QC/normalization.,No missing outcome data reported for the 10-patient discovery cohort or the external mutation/expression cohorts used.,Gleason score differed significantly between LPC and LAPC groups (p=0.0456) and was not adjusted for in the signature derivation or classifier training.,"Tissue collection, assay platforms and bioinformatic pipeline were applied consistently as intended.",low,MMAT v2018 quantitative non-randomized (small discovery cohort + public TCGA/cBioPortal external validation + ML).,yes,high,unclear,low,high,high,high concern,"Extremely small discovery cohort (n=10) drives signature derivation; external validation uses tumor-tissue cohorts while discovery used periprostatic adipose tissue (exposure/tissue-source mismatch), and massive feature screening (20,028 genes) with small-sample LASSO/XGBoost raises overfitting risk.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,Applicability concern: periprostatic adipose tissue is a non-standard tissue source/exposure proxy relative to typical GU biomarker studies; discovery n=10 is very small even though external validation used ~1500 TCGA/cBioPortal samples.,batch-03
REC-AIBIOGU-000166,Jing2022,Prediction of clinically significant prostate cancer with a multimodal MRI-based radiomics nomogram.,2022,Front Oncol,10.3389/fonc.2022.918830,non_randomized,yes,yes,cant_tell,yes,yes,no,yes,Retrospective RP series from three centers may incur selection bias.,MRI PI-RADS and pathologic GS reference standard are appropriate.,GS from radical prostatectomy available for all included cases.,Nomogram leans on extreme radiomics OR with limited confounder control.,Manual segmentation followed IBSI-standard radiomics workflow as reported.,low,MMAT non-randomized (Hong 2018),yes,low,low,low,high,high,low concern,Near-perfect training AUC suggests overfitting despite two external sets.,yes,yes,yes,partial,adequate,REV-ALCIDES,2026-09-21,Borderline: very high AUC warrants cautious applicability.,pilot
REC-AIBIOGU-000167,Ju2022,"Computational Recognition of a Regulatory T-cell-specific Signature With Potential Implications in Prognosis, Immunotherapy, and Therapeutic Resistance of Prostate Cancer.",2022,Front Immunol,10.3389/fimmu.2022.807840,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,TCGA (n=454) and ICGC (n=25) are public convenience cohorts; representativeness to a broader PCa population is not fully assessable.,Treg-specific mRNA signature derived from purified immune-cell GEO datasets and validated with Western blot; measurement approach is appropriate.,Patients with <1 month survival were excluded and handled transparently; no unexplained missing outcome data.,"Multivariate Cox model adjusted for stage, age, cancer status and postoperative treatment when assessing the signature as independent predictor.",RNA-seq/microarray profiling and risk-score calculation were applied consistently as intended.,moderate,MMAT v2018 quantitative non-randomized (public TCGA/GEO/ICGC cohorts + ML feature selection).,yes,unclear,low,unclear,high,high,low concern,"Public retrospective TCGA/ICGC cohorts with unclear blinding of outcome determination; signature derived via stepwise/stepAIC selection from 74 candidate genes on a moderate-sized cohort, typical of the omics-signature overfitting risk in this corpus.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-03
REC-AIBIOGU-000168,Fan2022,A Novel Angiogenesis-Related Gene Signature to Predict Biochemical Recurrence of Patients with Prostate Cancer following Radical Therapy.,2022,J Oncol,10.1155/2022/2448428,non_randomized,yes,yes,cant_tell,yes,cant_tell,yes,yes,TCGA training cohort plus three GEO validation cohorts are public convenience samples of unclear generalizability.,ssGSEA hallmark scoring and RNA expression measurement are appropriate and consistently applied.,"Some clinical variables (e.g., age unknown in 44.8% of GSE70770) have unreported/missing values not fully addressed.","Univariate Cox models adjusted for age, pathologic T stage and Gleason score across all four cohorts.",Expression profiling and ARS calculation applied consistently across training and validation cohorts.,low,"MMAT v2018 quantitative non-randomized (TCGA + 3 external GEO cohorts, ML gene selection).",yes,unclear,low,unclear,high,high,low concern,"Multi-cohort external validation is a strength, but massive candidate-gene screening (32 angiogenesis genes via random survival forest + Cox) and heterogeneous BCR ascertainment across platforms are typical high-risk analysis-domain features for this corpus.",yes,yes,yes,partial,adequate,REV-ALCIDES-AI,2026-09-22,,batch-03
REC-AIBIOGU-000170,Wang2022,Contrast-Enhanced Ultrasound-Magnetic Resonance Imaging Radiomics Based Model for Predicting the Biochemical Recurrence of Prostate Cancer: A Feasibility Study.,2022,Comput Math Methods Med,10.1155/2022/8090529,non_randomized,yes,yes,no,yes,cant_tell,yes,yes,"Small retrospective two-center (both in China) convenience sample (n=159), explicitly a 'feasibility study', with limited generalizability.","CEUS time-intensity curve parameters and MRI radiomic features were extracted with defined, standard protocols.","6 lost to follow-up, 5 refused follow-up and 11 excluded for comorbidity, reducing the analytic sample without full sensitivity analysis.","Multivariable logistic regression adjusted for clinical, CEUS and radiomic covariates simultaneously.",Imaging acquisition and radiomic pipeline applied consistently as intended.,low,"MMAT v2018 quantitative non-randomized (single/two-center retrospective, internal train-test split, no independent external validation).",yes,high,unclear,low,high,high,low concern,"Small single-pool sample (n=159, 59 events) split internally into 'training'/'testing' sets rather than truly externally validated; 874 texture features reduced via LASSO to 3, high risk of overfitting given the limited events-per-variable.",partial,yes,partial,partial,partial,REV-ALCIDES-AI,2026-09-22,"The paper labels its internal 30% split as 'external validation', but both training and test sets are drawn from the same pooled 159-patient cohort (2 centers combined then randomly split), not independent institutional validation; flagged as a borderline TRIPOD-AI validation judgment.",batch-03
REC-AIBIOGU-000172,Wang2022,Comprehensive assessment of cellular senescence in the tumor microenvironment.,2022,Brief Bioinform,10.1093/bib/bbac118,non_randomized,yes,yes,cant_tell,yes,yes,cant_tell,yes,"PRAD-specific prognostic component uses TCGA plus four independent public validation cohorts and an in-house IHC cohort (n=72), all convenience samples.","GSVA-based CS score and IHC staining (SPAG5, TACC3, TROAP, p21, CD45, PD-L1) are validated, appropriate measurement approaches.","Large, well-characterized pan-cancer and PRAD-specific datasets with no substantial unexplained missing outcome data.","Pan-cancer survival Cox models adjust for age, sex, race and cancer type, but PRAD-specific validation cohort models are less explicit about confounder adjustment.",Multi-omic and single-cell pipelines applied consistently as intended across datasets.,low,MMAT v2018 quantitative non-randomized (large pan-cancer/single-cell TCGA-GTEx resource with PRAD-focused ML prognostic model and in-house IHC validation).,yes,unclear,low,low,high,high,low concern,"Strong multi-cohort (4 independent PRAD datasets) plus IHC validation is a relative strength of this corpus, but the 3-gene CS predictor was selected from a large CS gene signature using three separate ML algorithms (LASSO, random forest/Boruta, XGBoost) with intersection selection, a high-risk analysis approach typical of omics signatures.",yes,yes,yes,yes,adequate,REV-ALCIDES-AI,2026-09-22,"Broad pan-cancer/single-cell resource paper (33 cancer types); appraisal here is focused on the PRAD-specific 3-gene (SPAG5/TACC3/TROAP) prognostic predictor, which is the component directly relevant to the AIBIO_GU PCC. Public interactive tool (TCSER) supports transparency.",batch-03
REC-AIBIOGU-000173,Lai2022,Identification of a Steroid Hormone-Associated Gene Signature Predicting the Prognosis of Prostate Cancer through an Integrative Bioinformatics Analysis.,2022,Cancers (Basel),10.3390/cancers14061565,non_randomized,yes,yes,cant_tell,yes,yes,yes,yes,Single TCGA-PRAD/DriverDB cohort (n=495 analyzed) is a public convenience sample of unclear representativeness.,"RNA-seq expression quantification (RPKM) and DESeq2 differential expression are appropriate, validated methods.",Only 2 of 497 patients excluded for incompatible expression data; minimal missing data.,"Multivariate Cox model adjusted for age, PSA, Gleason score and TNM stage.",RNA-seq profiling and Lasso signature construction applied consistently as intended.,moderate,"MMAT v2018 quantitative non-randomized (single-cohort TCGA/DriverDB, ML gene selection, external validation limited to subtype-expression correlation, not outcome).",yes,high,low,low,high,high,low concern,"No independent cohort validates the 8-gene signature against a clinical outcome; the 'external validation' (PCS/PAM50 via PCTA) only tests association with molecular subtypes, not with PFI/OS, and the signature derives from univariate screening of 92 DE genes in a single dataset without outcome-based external replication.",yes,yes,partial,partial,partial,REV-ALCIDES-AI,2026-09-22,Borderline PROBAST participants/analysis judgment: single-source TCGA cohort with no independent survival-outcome validation cohort (only subtype-association validation).,batch-03
REC-AIBIOGU-000174,Jin2022,Utility of Clinical-Radiomic Model to Identify Clinically Significant Prostate Cancer in Biparametric MRI PI-RADS V2.1 Category 3 Lesions.,2022,Front Oncol,10.3389/fonc.2022.840786,non_randomized,yes,yes,no,yes,yes,yes,yes,"Single-institution retrospective cohort restricted to PI-RADS 3 lesions (n=103), a small and site-specific sample.","Radiomic feature extraction (FAE, ICC-filtered) and histopathological reference standard (ISUP grade) are appropriate.",Clear inclusion/exclusion flow with no substantial unexplained missing data.,"Multivariable logistic regression combined clinical (age, PSA) and radiomic predictors.",MRI acquisition and radiomic pipeline applied consistently as intended.,moderate,"MMAT v2018 quantitative non-randomized (single-center retrospective, internal train/test split only, no external validation).",yes,high,unclear,unclear,high,high,low concern,"Single-center study with only 28 csPCa events supporting a 4-feature radiomic score plus clinical nomogram, no external validation cohort, and reference standard mixes biopsy and prostatectomy pathology (potential verification bias).",yes,yes,partial,no,partial,REV-ALCIDES-AI,2026-09-22,,batch-03
