hit_key	source	ext_id	title	pub_year	journal	doi	decision	exclusion_reason_code	note	screen_source
MED:35238971	MED	35238971	Multiparametric MRI-based radiomics model to predict pelvic lymph node invasion for patients with prostate cancer.	2022	Eur Radiol	10.1007/s00330-022-08625-6	Included		An MRI radiomics support-vector model predicted pelvic lymph-node invasion in prostate cancer and reached an AUC of 0.915 in the independent test set.	batch-03
MED:36713568	MED	36713568	Novel, alternative splicing signature to detect lymph node metastasis in prostate adenocarcinoma with machine learning.	2022	Front Oncol	10.3389/fonc.2022.1084403	Included		Machine learning derived a 96-event alternative-splicing signature that separated lymph-node metastasis from non-metastasis in TCGA prostate adenocarcinoma, with validation AUC 0.953.	batch-03
MED:36330197	MED	36330197	Performance variability of radiomics machine learning models for the detection of clinically significant prostate cancer in heterogeneous MRI datasets.	2022	Quant Imaging Med Surg	10.21037/qims-22-265	Included		Radiomics machine-learning models classified clinically significant prostate cancer on heterogeneous MRI with mean AUCs of 0.78 to 0.83.	batch-03
MED:34582343	MED	34582343	Predictive radiomics signature for treatment response to nivolumab in patients with advanced renal cell carcinoma.	2022	Can Urol Assoc J	10.5489/cuaj.7467	Included		A CT radiomics support-vector signature for nivolumab response in metastatic renal cell carcinoma achieved 69% accuracy on baseline scans and 66% on first post-treatment scans.	batch-03
MED:35676445	MED	35676445	Prostate cancer therapy personalization via multi-modal deep learning on randomized phase III clinical trials.	2022	NPJ Digit Med	10.1038/s41746-022-00613-w	Included		A multimodal deep-learning model using prostate biopsy histopathology and clinical data predicted long-term trial outcomes and improved discrimination by 9.2% to 14.6% over NCCN risk groups.	batch-03
MED:35565216	MED	35565216	Radiogenomics in Clear Cell Renal Cell Carcinoma: A Review of the Current Status and Future Directions.	2022	Cancers (Basel)	10.3390/cancers14092085	Excluded	wrong publication type	Topical review of radiogenomics in clear cell renal cell carcinoma, kept for context and not as an included primary study.	batch-03
MED:35837116	MED	35837116	Radiomic Machine Learning and External Validation Based on 3.0 T mpMRI for Prediction of Intraductal Carcinoma of Prostate With Different Proportion.	2022	Front Oncol	10.3389/fonc.2022.934291	Included		An mpMRI radiomics signature distinguished high-proportion intraductal prostate carcinoma from pure acinar adenocarcinoma, with an internal AUC of 0.88 and external AUC of 0.86.	batch-03
MED:36139609	MED	36139609	Radiomics for the Prediction of Overall Survival in Patients with Bladder Cancer Prior to Radical Cystectomy.	2022	Cancers (Basel)	10.3390/cancers14184449	Included		A preoperative CT radiomics model predicted overall survival before radical cystectomy for bladder cancer, with an integrated AUC of 0.771.	batch-03
MED:36362530	MED	36362530	Radiomics in PI-RADS 3 Multiparametric MRI for Prostate Cancer Identification: Literature Models Re-Implementation and Proposal of a Clinical-Radiological Model.	2022	J Clin Med	10.3390/jcm11216304	Included		Two mpMRI radiomic features combined with PSA density identified clinically significant cancer among PI-RADS 3 lesions with 80% sensitivity and 76% specificity.	batch-03
MED:35814914	MED	35814914	Radiomics in prostate cancer: an up-to-date review.	2022	Ther Adv Urol	10.1177/17562872221109020	Excluded	wrong publication type	Topical review of radiomics in prostate cancer, kept for context and not as an included primary study.	batch-03
MED:35806859	MED	35806859	Role of Deep Learning in Prostate Cancer Management: Past, Present and Future Based on a Comprehensive Literature Review.	2022	J Clin Med	10.3390/jcm11133575	Excluded	wrong publication type	Topical literature review of deep learning for prostate cancer diagnosis and treatment, kept for context and not as an included primary study.	batch-03
MED:36387261	MED	36387261	Stratification of malignant renal neoplasms from cystic renal lesions using deep learning and radiomics features based on a stacking ensemble CT machine learning algorithm.	2022	Front Oncol	10.3389/fonc.2022.1028577	Included		A stacking ensemble of CT deep-learning and radiomic features distinguished malignant renal neoplasms from cystic renal lesions and outperformed Bosniak 2019 classification on an external test set.	batch-03
MED:35159060	MED	35159060	The Next Paradigm Shift in the Management of Clear Cell Renal Cancer: Radiogenomics-Definition, Current Advances, and Future Directions.	2022	Cancers (Basel)	10.3390/cancers14030793	Excluded	wrong publication type	Topical review of radiogenomics for clear cell renal cancer, kept for context and not as an included primary study.	batch-03
MED:36358836	MED	36358836	The Potential of MicroRNAs as Non-Invasive Prostate Cancer Biomarkers: A Systematic Literature Review Based on a Machine Learning Approach.	2022	Cancers (Basel)	10.3390/cancers14215418	Excluded	wrong publication type	Topical systematic review of microRNA prostate cancer biomarkers that used topic modeling only to organize the literature, kept for context and not as a patient-level discovery study.	batch-03
MED:35703218	MED	35703218	The promise of artificial intelligence for kidney pathophysiology.	2022	Curr Opin Nephrol Hypertens	10.1097/mnh.0000000000000808	Excluded	wrong publication type	Topical review of artificial intelligence in kidney pathophysiology, mainly acute and chronic kidney disease, kept for context and not as an included primary study.	batch-03
MED:35344062	MED	35344062	The radiomics-based tumor heterogeneity adds incremental value to the existing prognostic models for predicting outcome in localized clear cell renal cell carcinoma: a multicenter study.	2022	Eur J Nucl Med Mol Imaging	10.1007/s00259-022-05773-1	Included		A CT radiomics signature of tumor heterogeneity predicted recurrence-free survival in localized clear cell renal cell carcinoma and raised the C-index above UISS and SSIGN.	batch-03
MED:36059618	MED	36059618	The role of radiomics with machine learning in the prediction of muscle-invasive bladder cancer: A mini review.	2022	Front Oncol	10.3389/fonc.2022.990176	Excluded	wrong publication type	Topical mini-review of radiomics for predicting muscle-invasive bladder cancer, kept for context and not as an included primary study.	batch-03
MED:36376157	MED	36376157	Ultrasound Image-Based Deep Features and Radiomics for the Discrimination of Small Fat-Poor Angiomyolipoma and Small Renal Cell Carcinoma.	2022	Ultrasound Med Biol	10.1016/j.ultrasmedbio.2022.10.009	Included		LASSO-selected ultrasound deep and radiomic features separated small fat-poor angiomyolipoma from small renal cell carcinoma with a test AUC of 0.85.	batch-03
MED:36515576	MED	36515576	A Brief Review of Artificial Intelligence in Genitourinary Oncological Imaging.	2023	Can Assoc Radiol J	10.1177/08465371221135782	Excluded	wrong publication type	Topical brief review of artificial intelligence in genitourinary oncologic imaging, kept for context and not as an included primary study.	batch-03
MED:36731307	MED	36731307	A CT-based radiomics nomogram for differentiation of benign and malignant small renal masses (≤4 cm).	2023	Transl Oncol	10.1016/j.tranon.2023.101627	Included		A three-phase CT radiomics nomogram differentiated benign from malignant small renal masses with a test AUC of 0.968.	batch-03
MED:38132224	MED	38132224	A Critical Analysis of the Robustness of Radiomics to Variations in Segmentation Methods in <sup>18</sup>F-PSMA-1007 PET Images of Patients Affected by Prostate Cancer.	2023	Diagnostics (Basel)	10.3390/diagnostics13243640	Included		Full text: PSMA-PET radiomic features and an LDA model separate low- from high-risk prostate cancer (AUC 79.20% with region-growing segmentation, n=78).	maybe_ft_2026-09-23
MED:37895393	MED	37895393	A Narrative Review of the Use of Artificial Intelligence in Breast, Lung, and Prostate Cancer.	2023	Life (Basel)	10.3390/life13102011	Excluded	wrong publication type	Topical narrative review of artificial intelligence for breast, lung, and prostate cancer detection, kept for context and not as an included primary study.	batch-03
MED:38095671	MED	38095671	A convolutional neural network-based system for fully automatic segmentation of whole-body [&lt;sup&gt;68&lt;/sup&gt;Ga]Ga-PSMA PET images in prostate cancer.	2023	Eur J Nucl Med Mol Imaging	10.1007/s00259-023-06555-z	Excluded	wrong outcome	The convolutional network detects and segments PSMA-PET lesions in prostate cancer and does not derive a new biomarker beyond standard volumetric uptake measures.	batch-03
MED:37492385	MED	37492385	A first look into radiomics application in testicular imaging: A systematic review.	2023	Front Radiol	10.3389/fradi.2023.1141499	Excluded	wrong publication type	Topical systematic review of radiomics in testicular imaging, kept for context and not as an included primary study.	batch-03
MED:37470826	MED	37470826	A machine learning model based on MRI for the preoperative prediction of bladder cancer invasion depth.	2023	Eur Radiol	10.1007/s00330-023-09960-y	Included		Full-sequence MRI radiomics with machine learning predicted pathologic and muscular invasion of bladder cancer, with AUCs of 0.808 to 0.857.	batch-03
MED:37009612	MED	37009612	A machine learning-based model for predicting the risk of early-stage inguinal lymph node metastases in patients with squamous cell carcinoma of the penis.	2023	Front Surg	10.3389/fsurg.2023.1095545	Excluded	wrong intervention	The penile squamous cell carcinoma model predicts early inguinal nodal metastasis from established clinical variables such as grade and treatment, without a new biomarker.	batch-03
MED:38010567	MED	38010567	A multi-model based on radiogenomics and deep learning techniques associated with histological grade and survival in clear cell renal cell carcinoma.	2023	Insights Imaging	10.1186/s13244-023-01557-9	Included		A radiomic, deep-learning, and transcriptomic model predicted histologic grade in clear cell renal cell carcinoma with a test AUC of 0.864 and was associated with survival.	batch-03
MED:37562222	MED	37562222	A preoperative CT-based deep learning radiomics model in predicting the stage, size, grade and necrosis score and outcome in localized clear cell renal cell carcinoma: A multicenter study.	2023	Eur J Radiol	10.1016/j.ejrad.2023.111018	Included		A preoperative CT deep-learning radiomics model predicted the SSIGN score and cancer-specific survival in localized clear cell renal cell carcinoma, with test C-indices of 0.827 and 0.824.	batch-03
MED:37568655	MED	37568655	Advancements in MRI-Based Radiomics and Artificial Intelligence for Prostate Cancer: A Comprehensive Review and Future Prospects.	2023	Cancers (Basel)	10.3390/cancers15153839	Excluded	wrong publication type	Topical review of MRI radiomics and artificial intelligence in prostate cancer, kept for context and not as an included primary study.	batch-03
MED:36691055	MED	36691055	An artificial intelligence model for the pathological diagnosis of invasion depth and histologic grade in bladder cancer.	2023	J Transl Med	10.1186/s12967-023-03888-z	Excluded	wrong outcome	The pathology deep-learning model assists diagnosis of invasion depth and histologic grade in bladder cancer and does not derive a separate biomarker.	batch-03
MED:37427103	MED	37427103	An integrative multi-omics analysis based on disulfidptosis-related prognostic signature and distinct subtypes of clear cell renal cell carcinoma.	2023	Front Oncol	10.3389/fonc.2023.1207068	Excluded	wrong intervention	The disulfidptosis-related clear cell renal cell carcinoma signature was built with conventional prognostic and clustering analyses, with no stated machine-learning discovery step.	batch-03
MED:37337101	MED	37337101	Anatomically guided self-adapting deep neural network for clinically significant prostate cancer detection on bi-parametric MRI: a multi-center study.	2023	Insights Imaging	10.1186/s13244-023-01439-0	Excluded	wrong outcome	The nnU-Net model detects clinically significant prostate cancer on bi-parametric MRI, with AUROCs near 0.89, and does not derive a biomarker beyond detection.	batch-03
MED:37760487	MED	37760487	Artificial Intelligence in Digital Pathology for Bladder Cancer: Hype or Hope? A Systematic Review.	2023	Cancers (Basel)	10.3390/cancers15184518	Excluded	wrong publication type	Topical systematic review of computational pathology in bladder cancer, kept for context and not as an included primary study.	batch-03
MED:37443687	MED	37443687	Artificial Intelligence in Renal Cell Carcinoma Histopathology: Current Applications and Future Perspectives.	2023	Diagnostics (Basel)	10.3390/diagnostics13132294	Excluded	wrong publication type	Topical review of artificial intelligence in renal cell carcinoma histopathology, kept for context and not as an included primary study.	batch-03
MED:37443700	MED	37443700	Artificial Intelligence in the Advanced Diagnosis of Bladder Cancer-Comprehensive Literature Review and Future Advancement.	2023	Diagnostics (Basel)	10.3390/diagnostics13132308	Excluded	wrong publication type	Topical comprehensive review of artificial intelligence for advanced bladder cancer diagnosis, kept for context and not as an included primary study.	batch-03
MED:38495038	MED	38495038	Artificial Intelligence-Based Organ Delineation for Radiation Treatment Planning of Prostate Cancer on Computed Tomography.	2023	Adv Radiat Oncol	10.1016/j.adro.2023.101383	Excluded	wrong outcome	The model delineates prostate, bladder, and rectum on CT for radiotherapy planning and reports segmentation agreement only.	batch-03
MED:36517398	MED	36517398	Artificial intelligence algorithms aimed at characterizing or detecting prostate cancer on MRI: How accurate are they when tested on independent cohorts? - A systematic review.	2023	Diagn Interv Imaging	10.1016/j.diii.2022.11.005	Excluded	wrong publication type	Topical systematic review of MRI artificial-intelligence algorithms for prostate cancer detection and characterization, kept for context and not as an included primary study.	batch-03
MED:37113657	MED	37113657	Artificial intelligence and radiomics in evaluation of kidney lesions: a comprehensive literature review.	2023	Ther Adv Urol	10.1177/17562872231164803	Excluded	wrong publication type	Topical literature review of radiomics and artificial intelligence for kidney-lesion evaluation, kept for context and not as an included primary study.	batch-03
MED:37524914	MED	37524914	Artificial intelligence and urology: ethical considerations for urologists and patients.	2023	Nat Rev Urol	10.1038/s41585-023-00796-1	Excluded	wrong publication type	Commentary on ethical issues in applying artificial intelligence to urology, with no primary patient cohort or biomarker result.	batch-03
MED:37740046	MED	37740046	Artificial intelligence as diagnostic aiding tool in cases of Prostate Imaging Reporting and Data System category 3: the results of retrospective multi-center cohort study.	2023	Abdom Radiol (NY)	10.1007/s00261-023-03989-9	Excluded	wrong outcome	The study tests an artificial-intelligence aid that helps radiologists reclassify PI-RADS 3 prostate MRI examinations and does not derive a new biomarker.	batch-03
MED:37488510	MED	37488510	Artificial intelligence for the diagnosis of clinically significant prostate cancer based on multimodal data: a multicenter study.	2023	BMC Med	10.1186/s12916-023-02964-x	Excluded	wrong intervention	The AutoML system diagnoses clinically significant prostate cancer from routine demographic, laboratory, and ultrasound-report variables rather than a newly discovered biomarker.	batch-03
MED:36893772	MED	36893772	Artificial intelligence-based model for lymph node metastases detection on whole slide images in bladder cancer: a retrospective, multicentre, diagnostic study.	2023	Lancet Oncol	10.1016/s1470-2045(23)00061-x	Excluded	wrong outcome	The model detects lymph-node metastases on whole-slide images of dissected nodes in bladder cancer and does not derive a biomarker from the primary tumor.	batch-03
MED:36635425	MED	36635425	Automatic segmentation of bladder cancer on MRI using a convolutional neural network and reproducibility of radiomics features: a two-center study.	2023	Sci Rep	10.1038/s41598-023-27883-y	Excluded	wrong outcome	The study is limited to automatic MRI segmentation of bladder cancer and reproducibility of radiomic features, without a clinical biomarker model.	batch-03
MED:36907973	MED	36907973	Beyond diagnosis: is there a role for radiomics in prostate cancer management?	2023	Eur Radiol Exp	10.1186/s41747-023-00321-4	Excluded	wrong publication type	Topical narrative review of radiomics for prostate cancer management beyond diagnosis, kept for context and not as an included primary study.	batch-03
MED:36517196	MED	36517196	Bladder Cancer Radiation Oncology of the Future: Prognostic Modelling, Radiomics, and Treatment Planning With Artificial Intelligence.	2023	Semin Radiat Oncol	10.1016/j.semradonc.2022.10.009	Excluded	wrong publication type	Topical review of prognostic modeling, radiomics, and artificial-intelligence planning in bladder cancer radiotherapy, kept for context and not as an included primary study.	batch-03
MED:36459898	MED	36459898	CT radiomics for differentiating oncocytoma from renal cell carcinomas: Systematic review and meta-analysis.	2023	Clin Imaging	10.1016/j.clinimag.2022.11.007	Excluded	wrong publication type	Topical systematic review and meta-analysis of CT radiomics for separating oncocytoma from renal cell carcinoma, kept for context and not as an included primary study.	batch-03
MED:38002646	MED	38002646	Can Machine Learning Models Detect and Predict Lymph Node Involvement in Prostate Cancer? A Comprehensive Systematic Review.	2023	J Clin Med	10.3390/jcm12227032	Excluded	wrong publication type	Topical systematic review of machine-learning models for lymph-node involvement in prostate cancer, kept for context and not as an included primary study.	batch-03
MED:38188340	MED	38188340	Comparison and analysis of multiple machine learning models for discriminating benign and malignant testicular lesions based on magnetic resonance imaging radiomics.	2023	Front Med (Lausanne)	10.3389/fmed.2023.1279622	Included		An MRI radiomics XGBoost model distinguished benign from malignant testicular lesions with a test AUC of 0.905.	batch-03
MED:38138870	MED	38138870	Computed Tomography-Based Radiomics for Long-Term Prognostication of High-Risk Localized Prostate Cancer Patients Received Whole Pelvic Radiotherapy.	2023	J Pers Med	10.3390/jpm13121643	Included		A planning-CT radiomics signature of two texture features predicted six-year progression-free survival after whole-pelvic radiotherapy for high-risk prostate cancer, with a test AUC of 0.71.	batch-03
MED:37809854	MED	37809854	Construction of 3D and 2D contrast-enhanced CT radiomics for prediction of CGB3 expression level and clinical prognosis in bladder cancer.	2023	Heliyon	10.1016/j.heliyon.2023.e20335	Included		Contrast-enhanced CT radiomics predicted CGB3 expression in bladder cancer, with validation AUCs of 0.815 for the 3D model and 0.754 for the 2D model.	batch-03
MED:36844540	MED	36844540	Data-Independent Acquisition Mass Spectrometry of EPS-Urine Coupled to Machine Learning: A Predictive Model for Prostate Cancer.	2023	ACS Omega	10.1021/acsomega.2c05487	Included		Machine learning on expressed-prostatic-secretion urine proteomics prioritized semaphorin-7A and SPARC and, with clinical variables, classified prostate cancer versus hyperplasia in 83% of validation samples.	batch-03
MED:37627935	MED	37627935	Deep Learning Methodologies Applied to Digital Pathology in Prostate Cancer: A Systematic Review.	2023	Diagnostics (Basel)	10.3390/diagnostics13162676	Excluded	wrong publication type	Topical systematic review of deep learning in prostate cancer digital pathology, kept for context and not as an included primary study.	batch-03
MED:36629980	MED	36629980	Deep learning and radiomic feature-based blending ensemble classifier for malignancy risk prediction in cystic renal lesions.	2023	Insights Imaging	10.1186/s13244-022-01349-7	Included		A fusion of CT deep-learning and radiomic features distinguished malignant from benign cystic renal lesions with an external AUC of 0.934.	batch-03
MED:38094161	MED	38094161	Deep learning signature based on multiphase enhanced CT for bladder cancer recurrence prediction: a multi-center study.	2023	EClinicalMedicine	10.1016/j.eclinm.2023.102352	Included		A multiphase CT deep-learning signature predicted postoperative bladder cancer recurrence with a validation concordance index of 0.869 and AUC of 0.889.	batch-03
MED:37558767	MED	37558767	Development and verification of a deep learning-based m&lt;sup&gt;6&lt;/sup&gt;A modification model for clinical prognosis prediction of renal cell carcinoma.	2023	J Cancer Res Clin Oncol	10.1007/s00432-023-05169-0	Included		A deep-learning m6A model predicted five-year survival status and separated high overall-survival risk in independent renal cell carcinoma cohorts.	batch-03
MED:38081101	MED	38081101	Early-stage diagnosis of bladder cancer using surface-enhanced Raman spectroscopy combined with machine learning algorithms in a rat model.	2023	Biosens Bioelectron	10.1016/j.bios.2023.115915	Excluded	wrong population	Surface-enhanced Raman spectroscopy with machine learning diagnosed bladder tumors only in a nitrosamine-induced rat model, with no human cohort.	batch-03
MED:38137421	MED	38137421	Equilibrium Optimization Algorithm with Deep Learning Enabled Prostate Cancer Detection on MRI Images.	2023	Biomedicines	10.3390/biomedicines11123200	Excluded	wrong outcome	The deep-learning pipeline detects and classifies prostate cancer on MRI and does not report a derived biomarker signature.	batch-03
MED:37895332	MED	37895332	Exploratory Analysis of the Role of Radiomic Features in the Differentiation of Oncocytoma and Chromophobe RCC in the Nephrographic CT Phase.	2023	Life (Basel)	10.3390/life13101950	Included		Two reproducible nephrographic-phase CT radiomic features separated chromophobe renal cell carcinoma from oncocytoma, and logistic regression reached 83% precision.	batch-03
MED:36969047	MED	36969047	Fully automated bladder tumor segmentation from T2 MRI images using 3D U-Net algorithm.	2023	Front Oncol	10.3389/fonc.2023.1096136	Excluded	wrong outcome	A 3D U-Net segments bladder wall and tumor on T2 MRI and reports Dice coefficients only, without a biomarker.	batch-03
MED:38094602	MED	38094602	Global research trends of the application of artificial intelligence in bladder cancer since the 21st century: a bibliometric analysis.	2023	Front Oncol	10.3389/fonc.2023.1227152	Excluded	wrong publication type	Bibliometric survey of artificial-intelligence research in bladder cancer, kept for context and not as an included primary study.	batch-03
MED:36646808	MED	36646808	High-throughput precision MRI assessment with integrated stack-ensemble deep learning can enhance the preoperative prediction of prostate cancer Gleason grade.	2023	Br J Cancer	10.1038/s41416-022-02134-5	Included		A stack-ensemble model of high-throughput MRI features predicted prostate cancer ISUP grade, with an external macro-AUC of 0.762, and was associated with biochemical recurrence-free survival.	batch-03
MED:37449047	MED	37449047	Integrated multiomics analysis and machine learning refine molecular subtypes and prognosis for muscle-invasive urothelial cancer.	2023	Mol Ther Nucleic Acids	10.1016/j.omtn.2023.06.001	Included		Machine learning on multiomics data produced a 12-gene consensus signature that predicted prognosis and immunotherapy responsiveness in muscle-invasive urothelial cancer.	batch-03
MED:37138354	MED	37138354	Integrative multi-omics analysis depicts the methylome and hydroxymethylome in recurrent bladder cancers and identifies biomarkers for predicting PD-L1 expression.	2023	Biomark Res	10.1186/s40364-023-00488-3	Excluded	wrong intervention	Methylome and hydroxymethylome profiling of human bladder cancers linked epigenetic changes to recurrence and PD-L1 without a stated machine-learning step.	batch-03
MED:37580840	MED	37580840	Interpretability of radiomics models is improved when using feature group selection strategies for predicting molecular and clinical targets in clear-cell renal cell carcinoma: insights from the TRACERx Renal study.	2023	Cancer Imaging	10.1186/s40644-023-00594-3	Included		CT radiomics models predicted molecular and clinical targets in clear cell renal cell carcinoma, with AUROCs above 0.8 for necrosis, vein invasion, stage, evolutionary subtype, and 9p21.3 loss.	batch-03
MED:37370799	MED	37370799	Kidney Cancer Diagnosis and Surgery Selection by Machine Learning from CT Scans Combined with Clinical Metadata.	2023	Cancers (Basel)	10.3390/cancers15123189	Included		Deep learning on contrast-enhanced CT classified clear cell, papillary, and chromophobe renal cell carcinoma and oncocytoma with about 86% accuracy.	batch-03
MED:37403801	MED	37403801	Lifestyle and occupational risks assessment of bladder cancer using machine learning-based prediction models.	2023	Cancer Rep (Hoboken)	10.1002/cnr2.1860	Excluded	wrong intervention	Machine learning predicts bladder cancer occurrence from lifestyle, occupational, and medical-history factors rather than a tumor biomarker.	batch-03
MED:37443692	MED	37443692	MRI-Based Radiomics in Bladder Cancer: A Systematic Review and Radiomics Quality Score Assessment.	2023	Diagnostics (Basel)	10.3390/diagnostics13132300	Excluded	wrong publication type	Topical systematic review of MRI radiomics in bladder cancer, kept for context and not as an included primary study.	batch-03
MED:37551554	MED	37551554	MRI-derived radiomics models for diagnosis, aggressiveness, and prognosis evaluation in prostate cancer.	2023	J Zhejiang Univ Sci B	10.1631/jzus.b2200619	Excluded	wrong publication type	Topical review of MRI radiomics models for prostate cancer diagnosis, aggressiveness, and prognosis, kept for context and not as an included primary study.	batch-03
MED:37948361	MED	37948361	Machine Learning-Based Magnetic Resonance Radiomics Analysis for Predicting Low- and High-Grade Clear Cell Renal Cell Carcinoma.	2023	J Comput Assist Tomogr	10.1097/rct.0000000000001453	Included		An MRI radiomics random-forest model distinguished high- from low-grade clear cell renal cell carcinoma with a test AUC of 0.82.	batch-03
MED:38074651	MED	38074651	Magnetic resonance imaging radiomics-based prediction of clinically significant prostate cancer in equivocal PI-RADS 3 lesions in the transitional zone.	2023	Front Oncol	10.3389/fonc.2023.1247682	Included		An MRI radiomics XGBoost signature predicted clinically significant prostate cancer in transitional-zone PI-RADS 3 lesions with a validation AUC of 0.913.	batch-03
MED:38068372	MED	38068372	Multi-Institutional Development and Validation of a Radiomic Model to Predict Prostate Cancer Recurrence Following Radical Prostatectomy.	2023	J Clin Med	10.3390/jcm12237322	Included		An mpMRI radiomic model of 14 features predicted prostate cancer recurrence after radical prostatectomy, with a training AUC of 0.89 and a test AUC of 0.78.	batch-03
MED:37423959	MED	37423959	Multi-center validation of an immune-related lncRNA signature for predicting survival and immune status of patients with renal cell carcinoma: an integrating machine learning-derived study.	2023	J Cancer Res Clin Oncol	10.1007/s00432-023-05107-0	Included		A machine-learning immune-related lncRNA signature independently predicted overall survival in renal cell carcinoma across five cohorts and tracked immune status.	batch-03
MED:37692840	MED	37692840	Multi-phase-combined CECT radiomics models for Fuhrman grade prediction of clear cell renal cell carcinoma.	2023	Front Oncol	10.3389/fonc.2023.1167328	Included		A multi-phase contrast-enhanced CT radiomics model predicted Fuhrman grade of clear cell renal cell carcinoma with a test AUC of 0.777.	batch-03
MED:38001728	MED	38001728	Multiparametric MRI in Era of Artificial Intelligence for Bladder Cancer Therapies.	2023	Cancers (Basel)	10.3390/cancers15225468	Excluded	wrong publication type	Topical review of multiparametric MRI and artificial intelligence for bladder cancer therapy, kept for context and not as an included primary study.	batch-03
MED:37444526	MED	37444526	Novel Multiparametric Magnetic Resonance Imaging-Based Deep Learning and Clinical Parameter Integration for the Prediction of Long-Term Biochemical Recurrence-Free Survival in Prostate Cancer after Radical Prostatectomy.	2023	Cancers (Basel)	10.3390/cancers15133416	Included		A multiparametric MRI deep-learning signature combined with clinical variables predicted long-term biochemical recurrence-free survival after radical prostatectomy, with a hazard ratio of 7.72.	batch-03
MED:37396490	MED	37396490	Novel radiomic analysis on bi-parametric MRI for characterizing differences between MR non-visible and visible clinically significant prostate cancer.	2023	Eur J Radiol Open	10.1016/j.ejro.2023.100496	Included		Intra- and peri-lesional bi-parametric MRI radiomic features distinguished MRI-invisible from visible clinically significant prostate cancer, with a validation AUC of 0.82.	batch-03
MED:37393175	MED	37393175	Peritumoral Radiomics Strategy Based on Ensemble Learning for the Prediction of Gleason Grade Group of Prostate Cancer.	2023	Acad Radiol	10.1016/j.acra.2023.06.011	Included		A peritumoral MRI radiomics ensemble predicted prostate cancer Gleason grade group with an AUC of 0.85.	batch-03
MED:37296961	MED	37296961	Predicting Lymph Node Metastasis Status from Primary Muscle-Invasive Bladder Cancer Histology Slides Using Deep Learning: A Retrospective Multicenter Study.	2023	Cancers (Basel)	10.3390/cancers15113000	Included		A weakly supervised deep-learning model predicted lymph-node metastasis from primary muscle-invasive bladder cancer slides, with a TCGA AUROC of 0.811 and external AUROCs of 0.762 and 0.746.	batch-03
MED:36409317	MED	36409317	Predicting clinically significant prostate cancer with a deep learning approach: a multicentre retrospective study.	2023	Eur J Nucl Med Mol Imaging	10.1007/s00259-022-06036-9	Excluded	wrong outcome	Biparametric MRI deep-learning models diagnose clinically significant prostate cancer relative to PI-RADS and do not derive a separate biomarker.	batch-03
MED:36964192	MED	36964192	Predicting prostate cancer in men with PSA levels of 4-10 ng/mL: MRI-based radiomics can help junior radiologists improve the diagnostic performance.	2023	Sci Rep	10.1038/s41598-023-31869-1	Included		An MRI radiomics model predicted prostate cancer in men with PSA 4–10 ng/mL, with a test AUC of 0.922.	batch-03
MED:37074425	MED	37074425	Predicting the recurrence risk of renal cell carcinoma after nephrectomy: potential role of CT-radiomics for adjuvant treatment decisions.	2023	Eur Radiol	10.1007/s00330-023-09551-x	Included		A preoperative CT radiomic feature added to clinicopathologic factors improved recurrence prediction after nephrectomy for non-metastatic renal cell carcinoma, with a C-statistic of 0.80.	batch-03
MED:38065776	MED	38065776	Prediction of Fuhrman grade of renal clear cell carcinoma by multimodal MRI radiomics: a retrospective study.	2023	Clin Radiol	10.1016/j.crad.2023.11.006	Included		A multimodal MRI radiomics model differentiated high- from low-grade clear cell renal cell carcinoma with an AUC of 0.74.	batch-03
MED:37198374	MED	37198374	Prediction of prostate tumour hypoxia using pre-treatment MRI-derived radiomics: preliminary findings.	2023	Radiol Med	10.1007/s11547-023-01644-3	Included		Whole-prostate MRI radiomics predicted biopsy-defined tumor hypoxia before radiotherapy, with a test AUC of 0.69.	batch-03
MED:36902045	MED	36902045	Radiogenomics in Renal Cancer Management-Current Evidence and Future Prospects.	2023	Int J Mol Sci	10.3390/ijms24054615	Excluded	wrong publication type	This is a topical review of radiogenomics in renal cancer management and is kept for context rather than as an included primary study.	batch-04
MED:36793772	MED	36793772	Radiogenomics study to predict the nuclear grade of renal clear cell carcinoma.	2023	Eur J Radiol Open	10.1016/j.ejro.2023.100476	Included		A multi-institutional study derived CT radiomic and hub-gene signatures that predicted nuclear grade in clear-cell renal cell carcinoma, with AUCs of 0.94 and 0.73.	batch-04
MED:36826118	MED	36826118	Radiomic Machine-Learning Analysis of Multiparametric Magnetic Resonance Imaging in the Diagnosis of Clinically Significant Prostate Cancer: New Combination of Textural and Clinical Features.	2023	Curr Oncol	10.3390/curroncol30020157	Included		Machine learning selected multiparametric MRI radiomic features that predicted clinically significant prostate cancer (Gleason score 7 or higher) with an AUC of 80.4%.	batch-04
MED:38135946	MED	38135946	Radiomics Prediction of Muscle Invasion in Bladder Cancer Using Semi-Automatic Lesion Segmentation of MRI Compared with Manual Segmentation.	2023	Bioengineering (Basel)	10.3390/bioengineering10121355	Included		A bladder MRI radiomics model distinguished muscle-invasive from non-muscle-invasive bladder cancer, with an external AUC of about 0.89.	batch-04
MED:36115774	MED	36115774	Radiomics Signature Using Manual Versus Automated Segmentation for Lymph Node Staging of Bladder Cancer.	2023	Eur Urol Focus	10.1016/j.euf.2022.08.015	Included		A CT radiomics signature discriminated lymph-node metastasis before cystectomy for bladder cancer, with a test AUC of 0.80.	batch-04
