record_id,study_label,title,year,journal,doi,tumor_site,tumor_site_detail,study_design,data_source,data_source_detail,n_analytic,n_unit,data_modality,data_modality_detail,ai_task,algorithm,input_features,biomarker_result,clinical_purpose,performance_metric,performance_value,validation_level,validation_detail,code_availability,data_availability,reporting_guideline,funding,conflicts_of_interest,key_finding,limitations_as_stated,other_key_outcomes,extractor_id,extracted_at,extraction_status,extraction_note,needs_review,pilot_batch
REC-AIBIOGU-000452,Li2025,A risk signature constructed by Tregs-related genes predict the clinical outcomes and immune therapeutic response in kidney cancer.,2025,Discov Oncol,10.1007/s12672-025-01787-x,kidney_renal,,TCGA Tregs-related gene ML risk signature for kidney cancer,TCGA,TCGA kidney cancer cohort with external validation referenced in methods,NR,samples,transcriptomics,Bulk RNA regulatory T-cell related genes with ML Cox modeling,prognostic_prediction,Machine learning construction of Tregs-related risk signature,Tregs-related gene expression set,Tregs-related prognostic risk signature,prognostic,AUC,TCGA-KIRC training 3/5/7-year AUC 0.6915/0.7025/0.7050; TCGA testing 0.7212/0.7392/0.7107; E-MTAB-1980 0.7309/0.7455/0.6919; KIRP 0.5940/0.6196/0.6097,external_cohort,External validation cohort applied after TCGA model development.,NR,NR,none_stated,NR,NR,Tregs-related ML signature stratified kidney cancer prognosis and immune therapy response.,Bulk deconvolution of Tregs; retrospective TCGA training.,Immune therapeutic response correlation analyses.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000453,Liu2025,Integrated RNA sequencing analysis and machine learning identifies a metabolism-related prognostic signature in clear cell renal cell carcinoma.,2025,Sci Rep,10.1038/s41598-025-85618-7,kidney_renal,NA,translational/bioinformatic,multiple_public,"TCGA-KIRC (bulk RNA-seq, training/testing 1:1 split), E-MTAB-1980 (ArrayExpress), Meta cohort (GSE167573 + RECA-EU/ICGC), scRNA-seq GSE152938/GSE207493/GSE224630 (26 ccRCC samples); nivolumab cohorts CheckMate-009/010/025",511,patients,multiomics,"bulk RNA-seq (TCGA-KIRC, GEO, ArrayExpress, ICGC) integrated with scRNA-seq (26 samples, 81335 cells after QC)",prognostic_prediction,"10 ML algorithms for consensus modeling (random survival forest, Ridge, elastic net, LASSO, CoxBoost, stepwise Cox, plsRcox, SuperPC, GBM, survival-SVM); best model = RSF+GBM combination; BayesPrism for scRNA-seq deconvolution",17-gene metabolism-related differentially expressed gene (DEMRG) signature derived from scRNA-seq-defined META_active malignant cell subset,"Metabolism-related prognostic signature (MRPS), a 17-gene GBM-based risk score; GGT6 highlighted as novel component validated in vitro",prognostic,C-index,"Best model (RSF+GBM) mean C-index 0.715 across 4 cohorts (highest of 118 combinations); AUC for 1-/3-/5-year OS: TCGA training 0.874/0.808/0.823, TCGA testing 0.690/0.715/0.701, Meta 0.613/0.672/0.705; outperformed 51 published ccRCC signatures by C-index in TCGA training, Meta, and combined (n=511) cohorts",external_cohort,"TCGA-KIRC randomly split 1:1 into training/testing (internal split, same public cohort); independently validated in E-MTAB-1980 and Meta (GSE167573+RECA-EU, different public datasets) as external cohorts; also tested in 3 independent nivolumab-treated clinical trial cohorts (CheckMate-009/010/025)",no,yes,none_stated,NR,NR,"A 17-gene metabolism-related prognostic signature (MRPS), built via consensus machine learning on scRNA-seq-informed metabolically active malignant cells, outperformed 51 published ccRCC signatures (highest C-index) and independently predicted OS; high-MRPS-risk patients showed an immunosuppressive TME and poorer response to anti-PD-1 therapy; GGT6 knockdown promoted ccRCC proliferation/invasion in vitro.",NR,"Full analysis code not shared, though a dynamic Shiny nomogram is publicly available; drug sensitivity analysis (GDSC1/2, CTRP2) identified 9 candidate compounds correlated with MRPS risk; GGT6 validated in vitro (siRNA knockdown, EdU proliferation and transwell migration/invasion assays in 769-P/786-O cell lines).",REV-ALCIDES-AI,2026-09-23,complete,"Funding and conflicts-of-interest statements not visible in the extracted text excerpt; marked NR. n_analytic reflects the combined bulk RNA-seq cohort (511) used for the prognostic model itself, distinct from the n=26 samples/81,335 cells used in the upstream scRNA-seq deconvolution step.",no,pilot
REC-AIBIOGU-000454,Lu2024,Survival analysis of clear cell renal cell carcinoma based on radiomics and deep learning features from CT images.,2024,Medicine (Baltimore),10.1097/md.0000000000040723,kidney_renal,,CT radiomics plus deep learning survival nomogram with TCIA external validation,public_plus_own,Institutional CT cohort with TCIA/TCGA-derived external imaging validation,NR,patients,radiology_imaging,CT radiomics fused with deep learning features for survival nomogram,prognostic_prediction,Radiomics and deep learning feature fusion nomogram,CT radiomic and deep learning features for ccRCC survival,Fusion radiomics-deep learning survival nomogram,prognostic,C-index,Fusion nomogram C-index 0.916 (95% CI 0.861-0.971) in the test cohort and 0.911 (95% CI 0.859-0.963) in the validation cohort; clinical-only nomogram C-index 0.738 (95% CI 0.646-0.830) in the test set,external_cohort,Independent TCIA cohort used as external validation for imaging survival model.,NR,NR,none_stated,NR,NR,Combined radiomics and deep learning CT features improved ccRCC survival prediction with external TCIA validation.,Retrospective imaging harmonization challenges.,Kaplan-Meier separation by model risk groups.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000458,Yang2024,Machine learning-based multiparametric MRI radiomics nomogram for predicting WHO/ISUP nuclear grading of clear cell renal cell carcinoma.,2024,Front Oncol,10.3389/fonc.2024.1467775,kidney_renal,,Single-center mpMRI radiomics nomogram with 7:3 internal split,own_cohort,Single-center ccRCC mpMRI cohort n=86 (train/test 7:3),86,patients,radiology_imaging,Multiparametric MRI radiomics nomogram for WHO/ISUP grade,diagnostic_prediction,MRI radiomics ML with nomogram,FS-T2WI/DWI mpMRI radiomic features,mpMRI radiomics nomogram for nuclear grade,diagnostic,AUC,Best model AUC 0.964 training and 0.933 testing,internal_holdout,Random 7:3 internal split at one center without external MRI cohort.,NR,NR,none_stated,NR,NR,mpMRI radiomics nomogram predicted ccRCC WHO/ISUP grade with strong internal test AUC 0.933.,Very small single-center sample risks overfitting.,Multiple MRI sequence models compared for diagnostic performance.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags n=86 single-center cohort with high overfitting risk despite reasonable test AUC.,yes,batch-06
REC-AIBIOGU-000459,Liu2024,Developing hypoxia and lactate metabolism-related molecular subtypes and prognostic signature for clear cell renal cell carcinoma through integrating machine learning.,2024,Discov Oncol,10.1007/s12672-024-01543-7,kidney_renal,,TCGA hypoxia-lactate ML subtyping and prognostic signature with ICGC/GSE validation,multiple_public,TCGA-KIRC training; ICGC-RECA-EU n=91 and GSE29609 n=39 external validation,NR,samples,transcriptomics,Bulk RNA hypoxia/lactate genes with 101 ML combination screen,prognostic_prediction,"101 ML combinations (plsRcox, CoxBoost, RSF, GBM, Enet, SuperPC, survival-SVM) with tenfold CV",Hypoxia and lactate metabolism-related gene panel (HLMRG),HLMRG molecular subtypes and prognostic signature,prognostic,AUC,"Prognostic risk model 1/3/5-year AUC 0.784/0.756/0.757, higher than most single clinical factors. The average C-index used to pick the algorithm is shown in Figure 4A without a printed value.",external_cohort,ICGC-RECA-EU and GSE29609 cohorts used as independent validation sets.,NR,NR,none_stated,NR,NR,Hypoxia-lactate ML subtypes and signature predicted ccRCC survival across TCGA and two external cohorts.,Large algorithm search; bulk hypoxia scoring limitations.,Somatic CNV patterns of lactate metabolism genes reported.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000460,Luo2024,Machine learning-derived natural killer cell signature predicts prognosis and therapeutic response in clear cell renal cell carcinoma.,2024,Transl Oncol,10.1016/j.tranon.2024.102180,kidney_renal,,TCGA NK-cell ML signature with ArrayExpress and ICI cohort validation,multiple_public,TCGA discovery; E-MTAB-1980 external; IMmotion150/151 ICI cohorts; GEO scRNA,NR,samples,multiomics,Bulk RNA with 101 ML combinations; scRNA support; own sample ARHGAP9 validation,prognostic_prediction,Ten ML algorithms yielding 101 combined models; highest mean C-index selected,Natural killer cell-related gene signature (ARHGAP9 highlighted),NK-cell-derived prognostic risk model,prognostic,C-index,CoxBoost plus plsRcox highest average C-index 0.747; training 1/3/5-year AUC 0.724/0.741/0.753; external validation AUC 0.777/0.851/0.846; nomogram with clinical features C-index 0.774,external_cohort,External ArrayExpress cohort plus immunotherapy trial transcriptomic cohorts for validation.,NR,NR,none_stated,NR,NR,NK-cell ML signature predicted ccRCC prognosis and therapy response with ARHGAP9 validated in patient samples/cell lines.,Algorithm combinatorial search; scRNA to bulk mapping uncertainty.,IMmotion150/151 immunotherapy association analyses.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000462,Xv2024,Multiparameter computed tomography (CT) radiomics signature fusion-based model for the preoperative prediction of clear cell renal cell carcinoma nuclear grade: a multicenter development and external validation study.,2024,Quant Imaging Med Surg,10.21037/qims-24-35,kidney_renal,,Multicenter CT radiomics fusion for preoperative nuclear grade with dual external validation,own_cohort,"Three hospitals; train n=268, internal test n=115, two external test sets",NR,patients,radiology_imaging,Multiphase CT radiomics signature fusion with clinical factors,diagnostic_prediction,Radiomics signature fusion models plus combined clinical model,Multiphase CT radiomics (RS-NCP etc.) with clinical risk factors,CT radiomics fusion model for ccRCC nuclear grade,diagnostic,AUC,Combined model AUC up to 0.92 train and 0.82-0.86 on internal/external test sets,external_multicenter,Two independent external testing sets from additional hospitals after three-center development.,NR,NR,TRIPOD,NR,NR,Multicenter CT radiomics fusion accurately predicted ccRCC nuclear grade with consistent AUC ~0.82-0.92 across internal and external sets.,Retrospective imaging; radiomics reproducibility across scanners still a concern.,Calibration curve analyses reported for all cohorts.,REV-ALCIDES-AI,2026-09-23,complete,Authors state TRIPOD checklist adherence per appraisal.,no,batch-06
REC-AIBIOGU-000463,Cattelani2024,Triple and quadruple optimization for feature selection in cancer biomarker discovery.,2024,J Biomed Inform,10.1016/j.jbi.2024.104736,kidney_renal,,Methods-focused genetic-algorithm feature selection applied to TCGA renal carcinoma subtyping,TCGA,TCGA renal carcinoma gene expression use case with external microarray validation datasets,NR,samples,genomics,Bulk gene expression biomarker panel optimization,feature_selection_only,Triple/quadruple objective genetic algorithm ML feature selection,Optimized multi-gene biomarker panels for renal carcinoma classification,GA-optimized renal carcinoma biomarker panels,subtyping,accuracy,External microarray validation accuracy >0.8 reported for selected biomarker panels,external_cohort,External microarray datasets used to validate GA-selected biomarker panels beyond TCGA training.,NR,NR,none_stated,NR,NR,Multi-objective GA feature selection identified compact renal carcinoma biomarker panels with >0.8 accuracy on external microarray validation.,Methods paper; clinical utility depends on downstream PCR/IHC validation success.,Compares triple vs quadruple optimization objectives for validation feasibility.,REV-ALCIDES-AI,2026-09-23,complete,Atypical methodology paper applied to TCGA renal carcinoma subtyping per appraisal.,no,batch-06
REC-AIBIOGU-000467,Wang2024,Prediction of clear cell renal cell carcinoma prognosis based on an immunogenomic landscape analysis.,2024,Heliyon,10.1016/j.heliyon.2024.e36156,kidney_renal,,TCGA immunogenomic landscape ML prognostic model,TCGA,TCGA n=539 ccRCC with ArrayExpress external reference,539,samples,transcriptomics,Bulk immunogenomic gene landscape with ML prognostic modeling,prognostic_prediction,Machine learning on immune-related gene prognostic model,Immunogenomic differentially expressed immune-related genes (355 up/200 down IRGs),Immunogenomic landscape prognostic model,prognostic,AUC,1-year time-dependent AUC 0.927 reported for prognostic model,external_cohort,ArrayExpress external dataset referenced for validation in methods.,NR,NR,none_stated,NR,NR,Immunogenomic ML model predicted ccRCC prognosis with strong 1-year AUC on TCGA-based analysis.,Preprint/peer-review status uncertain per appraisal; retrospective public data.,Immune gene set enrichment and landscape analyses.,REV-ALCIDES-AI,2026-09-23,needs_review,Appraisal flags Research Square preprint status (2023 posting) with peer review not confirmed in cohort metadata.,yes,batch-06
REC-AIBIOGU-000468,Cheng2024,Integration of proteomics and transcriptomics to construct a prognostic signature of renal clear cell carcinoma.,2024,Int J Med Sci,10.7150/ijms.99992,kidney_renal,,Integrated TCGA proteogenomic ML prognostic protein signature,TCGA,TCGA-KIRC proteomics/transcriptomics integration for protein risk model,NR,samples,multiomics,Proteomics plus transcriptomics integrated prognostic modeling,prognostic_prediction,Integrated omics ML prognostic protein model,Prognostic protein panel from proteogenomic screening,Integrated proteogenomic prognostic protein signature,prognostic,AUC,"ROC AUC for 5-year OS: training 0.810, test 0.775, whole TCGA 0.788; 5-year PFI: training 0.784, test 0.721, whole TCGA 0.743",internal_cv,Primarily TCGA-based modeling with internal validation steps; external cohort details limited in slice.,NR,NR,none_stated,NR,NR,Proteogenomic integration yielded a protein risk signature associated with KIRC prognosis and immunotherapy response patterns.,Proteomic coverage and missingness in TCGA subsets.,Immunotherapy response analyses across protein risk subgroups.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000469,Yang2024,Identification of HDAC10 as a candidate oncogene in clear cell renal carcinoma that facilitates tumor proliferation and metastasis.,2024,Diagn Pathol,10.1186/s13000-024-01493-2,kidney_renal,,TCGA HDAC10 oncogene ML analyses with GEO validation,multiple_public,TCGA ccRCC plus GEO GSE53757/GSE53000/GSE29609 and E-MTAB-1980/Miao datasets,NR,samples,transcriptomics,Bulk RNA HDAC10-centric ML and survival modeling,biomarker_discovery_association,Systematic TCGA analysis with ML support for HDAC10 prognostic/diagnostic performance,HDAC10 expression and associated ccRCC molecular features,HDAC10 candidate oncogene biomarker,prognostic,AUC,HDAC10 AUC 0.888 for distinguishing KIRC from normal tissue; overall-survival HR 2.16 (95% CI 1.59-2.92),external_cohort,Two GEO datasets validated HDAC10 expression patterns beyond TCGA.,NR,NR,none_stated,NR,NR,"HDAC10 was upregulated in ccRCC, validated in GEO cohorts, and linked to proliferation/metastasis phenotypes.",Primarily observational expression associations; functional claims need broader validation.,Clinicopathologic correlates of HDAC10 across KIRC patients.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000471,Li2024,Radiomics nomogram based on CT radiomics features and clinical factors for prediction of Ki-67 expression and prognosis in clear cell renal cell carcinoma: a two-center study.,2024,Cancer Imaging,10.1186/s40644-024-00744-1,kidney_renal,,Two-center CT radiomics nomogram for Ki-67 and prognosis,own_cohort,Center I n=130 training; Shandong Provincial Hospital n=55 validation,185,patients,radiology_imaging,CT radiomics Rad-score with clinical nomogram,diagnostic_prediction,Radiomics feature selection with logistic/Cox nomogram modeling,CT radiomics Rad-score plus clinical factors,Radiomics nomogram for Ki-67 expression and OS prediction,diagnostic,AUC,Ki-67 nomogram AUC 0.841 train and 0.814 validation; OS C-index 0.841 train and 0.820 validation,external_cohort,Independent second-center validation group n=55 distinct from training hospital.,NR,NR,none_stated,NR,NR,Two-center CT radiomics nomogram predicted Ki-67 status and prognosis with AUC/C-index ~0.81-0.84 on validation.,Moderate sample sizes; Ki-67 as surrogate endpoint.,Decision curve analysis showing clinical net benefit of nomogram.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-06
REC-AIBIOGU-000473,Li2024,Radiomics predict the WHO/ISUP nuclear grade and survival in clear cell renal cell carcinoma.,2024,Insights Imaging,10.1186/s13244-024-01739-z,kidney_renal,,Single-center CT radiomics for grade and survival with external imaging cohort,own_cohort,"Center A train n=284, internal validation n=71, Center B external n=40",395,patients,radiology_imaging,CT radiomics models for WHO/ISUP grade and survival,diagnostic_prediction,CT radiomics ML with separate grade and survival models,CT radiomic feature sets from preoperative imaging,CT radiomics models for nuclear grade and survival,diagnostic,AUC,"Grade prediction AUC 0.80 training, 0.80 internal validation, 0.90 external validation (40 patients)",external_cohort,Independent branch-hospital external imaging cohort n=40.,no,NR,none_stated,NR,NR,CT radiomics predicted ccRCC grade with AUC up to 0.90 on external validation and supported survival modeling.,Radiomics code/features not shared; moderate external sample.,Separate survival model metrics reported in full results.,REV-ALCIDES-AI,2026-09-23,complete,PROBAST high per frozen calibration despite external imaging cohort.,no,batch-06
REC-AIBIOGU-000474,Wu2024,Deciphering glutamine metabolism patterns for malignancy and tumor microenvironment in clear cell renal cell carcinoma.,2024,Clin Exp Med,10.1007/s10238-024-01390-4,kidney_renal,,Glutamine metabolism ML patterns with multi-cohort external validation,multiple_public,"TCGA-KIRC plus CPTAC-3, RECA-EU, E-MTAB-3267 external cohorts",NR,samples,transcriptomics,Bulk glutamine metabolism gene ML subtypes and nomogram,prognostic_prediction,Machine learning glutamine metabolism subtype and LASSO-Cox nomogram,Glutamine metabolism pattern genes including ALDH18A1,Glutamine metabolism prognostic subtype/signature and nomogram,prognostic,other,"GMRScore ROC curves were described as having excellent sensitivity and specificity for survival across four cohorts, and the nomogram was said to outperform clinicopathologic features, without printed AUC, C-index, or sensitivity values.",external_multicenter,"External validation across CPTAC-3, RECA-EU, and E-MTAB-3267 in addition to TCGA discovery.",NR,NR,none_stated,NR,NR,Glutamine metabolism ML subtypes predicted ccRCC TME and prognosis with ALDH18A1 functional knockdown effects in cell lines.,Large feature search typical of corpus; functional validation limited to ALDH18A1 assays.,TME malignancy pattern analyses across glutamine subtypes.,REV-ALCIDES-AI,2026-09-23,needs_review,The full text does not report a numeric performance metric for the glutamine-metabolism score or nomogram.,yes,batch-06
REC-AIBIOGU-000475,Wen2024,"Anoikis resistance regulates immune infiltration and drug sensitivity in clear-cell renal cell carcinoma: insights from multi omics, single cell analysis andexperiment.",2024,Front Immunol,10.3389/fimmu.2024.1427475,kidney_renal,,TCGA-KIRC bulk transcriptomics with SVM-RFE and LASSO Cox ARG prognostic model plus GEO validation and qPCR/IHC,multiple_public,TCGA-KIRC discovery (542 tumor tissues downloaded); GEO ccRCC validation transcriptome cohort; orthogonal qPCR/IHC in immunotherapy responders,NR,patients,transcriptomics,Bulk RNA-seq; single-cell and ssGSEA immune profiling ancillary,prognostic_prediction,SVM-RFE gene screening plus LASSO Cox regression (ARGs-Riskscore),"Four core anoikis-related genes after SVM-RFE and LASSO (e.g., CCND1, CDKN3, PLK1, BID)",ARGs-Riskscore four-gene anoikis resistance signature,prognostic,AUC,"Time-dependent ROC AUC exceeded 0.6 for 1-, 3-, and 5-year OS in TCGA-KIRC high- vs low-risk groups (training and test cohorts)",external_cohort,Model evaluated in TCGA training/test splits and external GEO ccRCC transcriptome cohort; qPCR/IHC orthogonal to immunotherapy response not used as ML validation.,NR,NR,none_stated,Supported by Guangdong Medical Science and Technology Research grant B2023384.,NR,A four-gene anoikis resistance score stratified ccRCC survival and linked high risk to immunosuppressive infiltration and immunotherapy-associated ARG expression patterns.,Slice does not include full limitations section text.,Nomogram with age/TNM; single-cell ARG enrichment in Tregs and dendritic cells.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000476,Liu2024,Comprehensive investigation of malignant epithelial cell-related genes in clear cell renal cell carcinoma: development of a prognostic signature and exploration of tumor microenvironment interactions.,2024,J Transl Med,10.1186/s12967-024-05426-x,kidney_renal,,scRNA-seq MECRG discovery plus 101 ML algorithm combinations for MECRGS prognosis across six bulk cohorts,public_plus_own,"TCGA-KIRC training; external bulk CPTAC, E-MTAB-3267, E-MTAB-1980, GSE22541, GSE29609, GSE53757; scRNA GEO/Figshare; Renji TMA validation",NR,patients,multiomics,scRNA-seq malignant epithelial DEGs integrated with bulk RNA TPM,prognostic_prediction,"Ensemble of 101 combinations of 10 survival ML algorithms (Lasso, RSF, CoxBoost, survival-SVM, etc.) with tenfold CV",Prognostic malignant epithelial cell-related genes (219 MECRGs narrowed by univariate Cox),MECRGS consensus prognostic signature,prognostic,AUC,"TCGA-KIRC training 1-/3-/5-year OS AUC 0.798, 0.789, and 0.785; E-MTAB-1980 0.868, 0.796, and 0.796; CPTAC 0.737, 0.742, and 0.634; GSE22541 0.766, 0.803, and 0.775; GSE29609 0.647, 0.681, and 0.648; E-MTAB-3267 1- and 3-year AUC 0.607 and 0.598. Metastasis discrimination AUC 0.748.",external_multicenter,Signature trained on TCGA-KIRC and tested on five independent public bulk cohorts plus stage analysis in GSE53757.,NR,NR,none_stated,NR,NR,MECRGS stratified ccRCC outcomes and high scores aligned with immunosuppressive TME and poor immunotherapy response; PLOD2+SAA1+ tumor cell subtype validated on TMA.,Authors note need for consensus signatures given ccRCC heterogeneity and complex epigenetic drivers.,CellChat crosstalk implicating CD163+ macrophages and Tregs.,REV-ALCIDES-AI,2026-09-23,complete,"C-index was used for model selection, but numeric C-index values are not printed in the text (Figure 3A only). performance_metric set to the printed time-dependent OS AUCs.",no,batch-07
REC-AIBIOGU-000477,Hwang2024,Discovery and Validation of Survival-Specific Genes in Papillary Renal Cell Carcinoma Using a Customized Next-Generation Sequencing Gene Panel.,2024,Cancers (Basel),10.3390/cancers16112006,kidney_renal,,TCGA-KIRP ML mutation feature selection with Korean PRCC NGS panel validation,public_plus_own,TCGA-KIRP 293 patients with somatic mutations for discovery; Korean PRCC cohort n=60 with custom 202-gene panel on FFPE,293,patients,genomics,Somatic mutation profiles (TCGA) and targeted NGS (Korean-KIRP),prognostic_prediction,"RapidMiner ML with Information Gain, Chi-square, MRMR feature selection and classifiers (Naive Bayes, kNN, SVM) with 10-fold CV",40 TCGA survival-specific mutated genes; 10-gene signature validated in Korean cohort (including PCSK2),PRCC survival-specific mutation gene signature (PCSK2 highlighted),prognostic,other,"OS/DFS log-rank P values for PCSK2 and other genes (e.g., PCSK2 OS P=1.38e-7 in Korean-KIRP); ML used for gene discovery not reported as AUC",external_cohort,Forty TCGA-derived survival genes narrowed to ten validated by Korean NGS cohort with independent population.,NR,NR,none_stated,NR,NR,"Machine learning on TCGA-KIRP mutations yielded survival-specific genes, with PCSK2 mutation showing consistent OS/DFS specificity in Korean PRCC validation.",Slice does not include full limitations section text.,Custom 202-gene PRCC panel design combining ML-selected and TCGA-frequent mutants.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000478,Farias2024,Machine Learning Gene Signature to Metastatic ccRCC Based on ceRNA Network.,2024,Int J Mol Sci,10.3390/ijms25084214,kidney_renal,,TCGA-KIRC ceRNA network with eight ML feature selectors for metastasis-associated 11-gene signature,multiple_public,TCGA-KIRC n=602 for ceRNA and signature; ICGC-RECA external testing,602,patients,transcriptomics,"Bulk mRNA, lncRNA, and miRNA ceRNA network features",classification_subtyping,Eight feature selection methods compared; random forest selected final 11-gene signature,"Eleven-gene ceRNA signature (SNHG15, AF117829.1, miR-130a-3p, miR-381-3p, BTBD11, INSR, HECW2, RFLNB, PTTG1, HMMR, RASD1)",Metastasis-associated ceRNA gene signature,diagnostic,AUC,TCGA random forest AUC 81.48%; ICGC-RECA external AUC 81.5%,external_cohort,Signature selected in TCGA-KIRC and evaluated on independent ICGC-RECA dataset.,NR,NR,none_stated,NR,NR,An 11-gene ceRNA signature separated metastatic from non-metastatic ccRCC samples and associated with survival-related ceRNA components.,Slice does not include full limitations section text.,Genomic alteration and functional pathway analyses of signature genes.,REV-ALCIDES-AI,2026-09-23,complete,,no,batch-07
REC-AIBIOGU-000480,Yang2024,Machine learning-based integration develops a stress response stated T cell (Tstr)-related score for predicting outcomes in clear cell renal cell carcinoma.,2024,Int Immunopharmacol,10.1016/j.intimp.2024.112017,kidney_renal,,Retrospective public-cohort transcriptomic study with machine-learning prognostic modeling and tissue-microarray immunohistochemistry,public_plus_own,TCGA ccRCC RNA-seq randomly split into training and testing cohorts; ArrayExpress E-MTAB-1980; published nivolumab (anti-PD-1) ccRCC cohort; own 90-case ccRCC tissue microarray (OUTDO HKidE180Su03) for TNFSF13B IHC,NR,patients,transcriptomics,Bulk RNA-seq expression used to build the Tstr-related score; IHC used only to verify TNFSF13B protein,prognostic_prediction,"Elastic net (alpha 0.7) plus random survival forest, selected by the highest average C-index among 144 combinations of 10 algorithms (elastic net, RSF, GBM, LASSO, Ridge, CoxBoost, plsRcox, stepwise Cox, survival-SVM, SuperPC) fit with LOOCV","13-gene expression score from the black WGCNA module (TNFSF13B, IL2RA, LILRA4, LIPA, PDPN, SLC31A2, MILR1, FCER1A, LYPD5, CD1E, KCNS3, DNASE2B, SPIC)",Tstr-related score (TCs),prognostic,C-index,"Average C-index 0.817 for elastic net (alpha 0.7) plus RSF on the black module (Fig. 3A). Time-dependent 1-, 3-, and 5-year OS AUC of TCs was over 0.7 in the four cohorts (Fig. 3H).",external_cohort,"LOOCV fitting in TCGA, then a random TCGA train/test split. The reported average C-index uses TCGA training, TCGA testing, and independent E-MTAB-1980 (Fig. 3A, three cohorts). OS curves are also shown for four cohorts; the fourth set is not named beyond those and a separate published nivolumab cohort used for PD-1 response. TCGA train and test are splits of one cohort.",NR,upon_request,none_stated,"National Natural Science Foundation of China (82373166, 82203557); Guangzhou Municipal Science and Technology Project (202201020346, 202201010726); FDCT of Macau SAR (0090/2022/A); China Postdoctoral Science Foundation (2023M740832); Guangdong Basic and Applied Basic Research Foundation (2022A1515110245, 2022A1515010342); Key Projects of Natural Science Foundation of Colleges and Universities in Anhui Province (KJ2021A0777); Guangzhou municipal Science and Technology Bureau (2023A04J0598); Guangdong Medical Science Research Foundation (B2021309).",none_declared,"A 13-gene stress-response T-cell score (elastic net plus random survival forest) had an average C-index of 0.817 and 1-, 3-, and 5-year OS AUCs above 0.7, and higher scores tracked worse survival and more advanced stage in ccRCC.","In the 90-case tissue microarray, the survival difference by TNFSF13B protein expression did not reach significance because of the limited number of cases; the authors state that a prospective cohort is still needed.","Nomogram of pT, pN, pM, and TCs had 1-, 3-, and 5-year OS AUCs of 0.891, 0.888, and 0.923. TNFSF13B had the highest variable importance and an AUC of 0.915 for distinguishing ccRCC from normal kidney. TCs and TNFSF13B were associated with worse survival and disease progression after PD-1 blockade in a published nivolumab cohort; no numeric AUC or HR for that comparison is printed.",REV-ALCIDES-AI,2026-09-23,complete,"Analytic N supporting the C-index is not stated (336 TCGA samples are the mutation subset, not the survival N). C-index 0.817 is the average across cohorts for the selected model.",no,batch-07
REC-AIBIOGU-000482,Zhong2024,Domain generalization enables general cancer cell annotation in single-cell and spatial transcriptomics.,2024,Nat Commun,10.1038/s41467-024-46413-6,kidney_renal,,Pan-cancer domain-generalization deep learning (Cancer-Finder) with secondary ccRCC spatial 10-gene prognostic signature,multiple_public,74 scRNA datasets from TISCH across tissues for Cancer-Finder; five ccRCC spatial transcriptomics slides for interface signature,5,samples,transcriptomics,scRNA-seq and spatial transcriptomics spot expression,classification_subtyping,Cancer-Finder deep neural network with domain-generalization risk extrapolation loss,Normalized expression profiles (4572 scRNA or 5000 ST features) plus softmax malignant threshold 0.5,Pan-cancer malignant-cell classifier; ccRCC 10-gene tumor-normal interface signature,diagnostic,accuracy,Average malignant-cell classification accuracy 95.16% across pan-cancer scRNA domains (ccRCC ST application n=5 slides),internal_split_only,Cross-tissue domain generalization; ccRCC prognostic gene co-localization derived from five ST samples without independent external GU validation in slice.,yes,NR,none_stated,NR,NR,Cancer-Finder generalized malignant spot/cell calling across cancers and highlighted a 10-gene ccRCC interface signature linked to prognosis in five ST samples.,Slice truncates limitations discussion.,Pre-trained models and retraining scripts provided for scRNA and ST inference.,REV-ALCIDES-AI,2026-09-23,needs_review,"Appraisal flags borderline scope: primary deliverable is pan-cancer annotation tool, not a standalone GU clinical prediction model.",yes,batch-07
